,hour,dispatch,dual,offer,lmp,capacity
320_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,5.341667
314_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-1,1,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_3-1,1,0.166667,0.000000,0.000000,0.000000,0.166667
314_PV_4-1,1,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_2-1,1,0.000000,0.000000,0.000000,0.000000,0.266667
310_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,0.000000
312_PV_1-1,1,-0.000000,0.000000,0.000000,0.000000,0.008333
310_PV_2-1,1,0.325000,0.000000,0.000000,0.000000,0.325000
324_PV_2-1,1,0.000000,0.000000,0.000000,0.000000,0.008333
324_PV_3-1,1,0.000000,0.000000,0.000000,0.000000,0.000000
319_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,0.008333
308_RTPV_1-1,1,0.116667,0.000000,0.000000,0.000000,0.116667
313_RTPV_1-1,1,0.000000,0.000000,0.000000,0.000000,0.725000
313_RTPV_2-1,1,0.000000,0.000000,0.000000,0.000000,0.416667
313_RTPV_3-1,1,0.000000,0.000000,0.000000,0.000000,0.658333
313_RTPV_4-1,1,0.000000,0.000000,0.000000,0.000000,2.200000
313_RTPV_5-1,1,0.000000,0.000000,0.000000,0.000000,0.158333
313_RTPV_6-1,1,0.000000,0.000000,0.000000,0.000000,0.133333
313_RTPV_7-1,1,0.000000,0.000000,0.000000,0.000000,0.158333
313_RTPV_8-1,1,0.000000,0.000000,0.000000,0.000000,0.400000
313_RTPV_9-1,1,0.000000,0.000000,0.000000,0.000000,0.166667
313_RTPV_10-1,1,0.000000,0.000000,0.000000,0.000000,0.183333
313_RTPV_11-1,1,0.000000,0.000000,0.000000,0.000000,0.575000
313_RTPV_12-1,1,0.000000,0.000000,0.000000,0.000000,0.683333
320_RTPV_1-1,1,0.000000,0.000000,0.000000,0.000000,0.358333
320_RTPV_2-1,1,0.000000,0.000000,0.000000,0.000000,0.375000
320_RTPV_3-1,1,0.000000,0.000000,0.000000,0.000000,0.308333
313_RTPV_13-1,1,0.000000,0.000000,0.000000,0.000000,0.041667
320_RTPV_4-1,1,0.000000,0.000000,0.000000,0.000000,0.166667
320_RTPV_5-1,1,0.000000,0.000000,0.000000,0.000000,0.016667
320_RTPV_6-1,1,0.000000,0.000000,0.000000,0.000000,0.250000
309_WIND_1-1,1,145.866667,0.000000,0.000000,0.000000,145.866667
317_WIND_1-1,1,538.243017,0.000000,0.000000,0.000000,785.600000
303_WIND_1-1,1,479.264900,0.000000,0.000000,0.000000,831.175000
320_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_3-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_4-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
312_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_3-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
319_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
308_RTPV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_3-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_4-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_5-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_6-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_7-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_9-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_10-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_11-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_12-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_3-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_13-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_4-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_5-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_6-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
309_WIND_1-2,2,146.025000,0.000000,0.000000,0.000000,146.025000
317_WIND_1-2,2,784.883333,0.000000,0.000000,0.000000,784.883333
303_WIND_1-2,2,202.870534,0.000000,0.000000,0.000000,828.833333
320_PV_1-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_1-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_1-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_3-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_4-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
