timepoint,zone,gross_load
1,301,46.46630811789474
1,302,41.73362858736842
1,303,77.4438468631579
1,304,31.838025932631577
1,305,30.547295151578947
1,306,58.51312874105263
1,307,53.780449210526314
1,308,73.57165452
1,309,75.29262889473684
1,310,83.89750076842105
1,311,0.0
1,312,0.0
1,313,114.0145523263158
1,314,83.46725717473684
1,315,136.38721919789472
1,316,43.02435936842105
1,317,0.0
1,318,143.2711166968421
1,319,77.8740904568421
1,320,55.071179991578944
1,321,0.0
1,322,0.0
1,323,0.0
1,324,0.0
1,325,0.0
2,301,44.63840557894737
2,302,40.091901307017544
2,303,74.39734263157895
2,304,30.585574192982453
2,305,29.34561848245614
2,306,56.211325543859644
2,307,51.66482127192982
2,308,70.6774755
2,309,72.33074978070175
2,310,80.59712118421052
2,311,0.0
2,312,0.0
2,313,109.52942109649122
2,314,80.18380261403509
2,315,131.02198674561402
2,316,41.331857017543854
2,317,0.0
2,318,137.63508386842105
2,319,74.81066120175437
2,320,52.904776982456134
2,321,0.0
2,322,0.0
2,323,0.0
2,324,0.0
2,325,0.0
3,301,44.10882632842106
3,302,39.61626068385965
3,303,73.51471054736842
3,304,30.22271433614035
3,305,28.997469160350878
3,306,55.544447969122814
3,307,51.051882324561404
3,308,69.83897502
3,309,71.47263525438596
3,310,79.6409364263158
3,311,0.0
3,312,0.0
3,313,108.22999052807018
3,314,79.2325213677193
3,315,129.46757357508773
3,316,40.841505859649125
3,317,0.0
3,318,136.00221451263158
3,319,73.92312560596491
3,320,52.27712750035087
3,321,0.0
3,322,0.0
3,323,0.0
3,324,0.0
3,325,0.0
4,301,43.613413465263164
4,302,39.17130653824562
4,303,72.68902244210527
4,304,29.883264781754388
4,305,28.67178107438597
4,306,54.9205947340351
4,307,50.47848780701755
4,308,69.05457132000001
4,309,70.66988292982457
4,310,78.74644097894739
4,311,0.0
4,312,0.0
4,313,107.01439415087721
4,314,78.34261307649123
4,315,128.0134450785965
4,316,40.38279024561404
4,317,0.0
4,318,134.47469151789477
4,319,73.09285034456141
4,320,51.68997151438597
4,321,0.0
4,322,0.0
4,323,0.0
4,324,0.0
4,325,0.0
5,301,43.80132869052632
5,302,39.34008224982456
5,303,73.00221448421054
5,304,30.01202151017544
5,305,28.795317935438597
5,306,55.15722872140351
5,307,50.695982280701756
5,308,69.35210376
5,309,70.97437519298245
5,310,79.08573235789474
5,311,0.0
5,312,0.0
5,313,107.47548243508773
5,314,78.68016449964912
5,315,128.56501106385966
5,316,40.5567858245614
5,317,0.0
5,318,135.0540967957895
5,319,73.40778234245614
5,320,51.912685855438596
5,321,0.0
5,322,0.0
5,323,0.0
5,324,0.0
5,325,0.0
6,301,46.29547610526316
6,302,41.58019613157895
6,303,77.15912684210527
6,304,31.720974368421054
6,305,30.434988921052632
6,306,58.29800694736843
6,307,53.58272697368421
6,308,73.3011705
6,309,75.0158177631579
6,310,83.58905407894737
6,311,0.0
6,312,0.0
6,313,113.59538118421052
6,314,83.1603922631579
6,315,135.88579560526316
6,316,42.86618157894737
6,317,0.0
6,318,142.74438465789476
6,319,77.58778865789473
6,320,54.86871242105263
6,321,0.0
6,322,0.0
6,323,0.0
6,324,0.0
6,325,0.0
7,301,52.37709586105264
7,302,47.04239165298246
7,303,87.29515976842106
7,304,35.888010127017544
7,305,34.43309079754386
7,306,65.95634293614036
7,307,60.621638728070174
7,308,82.93040178
7,309,84.87029421929824
7,310,94.56975641578948
7,311,0.0
7,312,0.0
7,313,128.51787410350877
7,314,94.08478330596492
7,315,153.73647581438598
7,316,48.49731098245614
7,317,0.0
7,318,161.49604557157897
7,319,87.78013287824561
7,320,62.07655805754386
7,321,0.0
7,322,0.0
7,323,0.0
7,324,0.0
7,325,0.0
8,301,55.708320164210534
8,302,50.03432459192983
8,303,92.84720027368422
8,304,38.17051566807018
8,305,36.62306233017544
8,306,70.15121798456141
8,307,64.47722241228071
8,308,88.20484026000001
8,309,90.268111377193
8,310,100.58446696315791
8,311,0.0
8,312,0.0
8,313,136.6917115140351
8,314,100.06864918385966
8,315,163.51423603754387
8,316,51.58177792982456
8,317,0.0
8,318,171.76732050631583
8,319,93.36301805298245
8,320,66.02467575017545
8,321,0.0
8,322,0.0
8,323,0.0
8,324,0.0
8,325,0.0
9,301,59.159126842105266
9,302,53.13366021929824
9,303,98.5985447368421
9,304,40.534957280701754
9,305,38.891648201754386
9,306,74.49667824561404
9,307,68.471211622807
9,308,93.6686175
9,309,95.85969627192982
9,310,106.81509013157896
9,311,0.0
9,312,0.0
9,313,145.15896864035088
9,314,106.26732043859649
9,315,173.6429926754386
9,316,54.77696929824561
9,317,0.0
9,318,182.4073077631579
9,319,99.14631442982454
9,320,70.11452070175437
9,321,0.0
9,322,0.0
9,323,0.0
9,324,0.0
9,325,0.0
10,301,61.55077505684211
10,302,55.28171463438596
10,303,102.58462509473685
10,304,42.173679205614036
10,305,40.46393545403509
10,306,77.50838340491228
10,307,71.23932298245614
10,308,97.45539384
10,309,99.7350521754386
10,310,111.13334385263158
10,311,0.0
10,312,0.0
10,313,151.02736472280702
10,314,110.56342926877193
10,315,180.66292308350876
10,316,56.99145838596491
10,317,0.0
10,318,189.78155642526318
10,319,103.15453967859648
10,320,72.94906673403509
10,321,0.0
10,322,0.0
10,323,0.0
10,324,0.0
10,325,0.0
11,301,63.037013608421056
11,302,56.61657703719298
11,303,105.06168934736843
11,304,43.192027842807015
11,305,41.440999687017545
11,306,79.37994306245615
11,307,72.95950649122807
11,308,99.80860488
11,309,102.14330908771929
11,310,113.81683012631579
11,311,0.0
11,312,0.0
11,313,154.67415376140352
11,314,113.23315407438596
11,315,185.02530846175438
11,316,58.36760519298245
11,317,0.0
11,318,194.3641252926316
11,319,105.64536539929824
11,320,74.71053464701754
11,321,0.0
11,322,0.0
11,323,0.0
11,324,0.0
11,325,0.0
12,301,63.498260046315785
12,302,57.03084467122806
12,303,105.83043341052631
12,304,43.50806706877192
12,305,41.74422651192982
12,306,79.96077191017544
12,307,73.49335653508771
12,308,100.53891173999999
12,309,102.8906991491228
12,310,114.64963619473684
12,311,0.0
12,312,0.0
12,313,155.80591585438594
12,314,114.06168934245612
12,315,186.37915217298243
12,316,58.794685228070165
12,317,0.0
12,318,195.78630180947368
12,319,106.41838026280699
12,320,75.25719709192981
12,321,0.0
12,322,0.0
12,323,0.0
12,324,0.0
12,325,0.0
13,301,63.10534642105263
13,302,56.677950026315784
13,303,105.17557736842105
13,304,43.23884847368421
13,305,41.48592218421052
13,306,79.46599178947368
13,307,73.03859539473683
13,308,99.91679849999998
13,309,102.25403355263157
13,310,113.94020881578948
13,311,0.0
13,312,0.0
13,313,154.8418222368421
13,314,113.35590005263157
13,315,185.22587792105261
13,316,58.43087631578947
13,317,0.0
13,318,194.57481813157895
13,319,105.75988613157894
13,320,74.79152168421052
13,321,0.0
13,322,0.0
13,323,0.0
13,324,0.0
13,325,0.0
14,301,62.76368239578947
14,302,56.371085114736836
14,303,104.60613732631579
14,304,43.00474534526315
14,305,41.26130972315789
14,306,79.03574820210527
14,307,72.64315092105262
14,308,99.37583045999999
14,309,101.70041128947368
14,310,113.32331543684211
14,311,0.0
14,312,0.0
14,313,154.00347995263158
14,314,112.74217022947367
14,315,184.22303073578945
14,316,58.1145207368421
14,317,0.0
14,318,193.5213540536842
14,319,105.1872825336842
14,320,74.38658654315789
14,321,0.0
14,322,0.0
14,323,0.0
14,324,0.0
14,325,0.0
15,301,61.841189482105264
15,302,55.54254981263157
15,303,103.0686491368421
15,304,42.372666867368416
15,305,40.654856048421046
15,306,77.87409045894736
15,307,71.57545078947368
15,308,97.91521667999999
15,309,100.20563110526314
15,310,111.65770323157895
15,311,0.0
15,312,0.0
15,313,151.7399556736842
15,314,111.08509962526314
15,315,181.51534320210524
15,316,57.26036063157894
15,317,0.0
15,318,190.67700090315788
15,319,103.64125274315788
15,320,73.29326160842103
15,321,0.0
15,322,0.0
15,323,0.0
15,324,0.0
15,325,0.0
16,301,60.850363793684224
16,302,54.6526415554386
16,303,101.4172729894737
16,304,41.69376778456141
16,305,40.00347990140351
16,306,76.62638403649123
16,307,70.42866179824561
16,308,96.34640934000001
16,309,98.60012651754387
16,310,109.86871240526318
16,311,0.0
16,312,0.0
16,313,149.3087630122807
16,314,109.3052831108772
16,315,178.6070863203509
16,316,56.34292943859649
16,317,0.0
16,318,187.62195503052635
16,319,101.98070228385966
16,320,72.1189496814035
16,321,0.0
16,322,0.0
16,323,0.0
16,324,0.0
16,325,0.0
17,301,60.6111990063158
17,302,54.43783614456141
17,303,101.01866501052633
17,304,41.5298956154386
17,305,39.8462511985965
17,306,76.32521356350878
17,307,70.15185070175438
17,308,95.96773176
17,309,98.21259098245615
17,310,109.43688709473686
17,311,0.0
17,312,0.0
17,313,148.72192348771932
17,314,108.87567228912282
17,315,177.90509337964914
17,316,56.12148056140351
17,317,0.0
17,318,186.88453026947371
17,319,101.57987981614035
17,320,71.8354951185965
17,321,0.0
17,322,0.0
17,323,0.0
17,324,0.0
17,325,0.0
18,301,65.59949383578947
18,302,58.91806390807017
18,303,109.33248972631579
18,304,44.94780133192982
18,305,43.12559316982456
18,306,82.6067700154386
18,307,75.92534008771929
18,308,103.86586523999999
18,309,106.295476122807
18,310,118.4435305368421
18,311,0.0
18,312,0.0
18,313,160.9617209859649
18,314,117.83612781614033
18,315,192.5466624624561
18,316,60.74027207017543
18,317,0.0
18,318,202.26510599368422
18,319,109.93989244701753
18,320,77.74754824982455
18,321,0.0
18,322,0.0
18,323,0.0
18,324,0.0
18,325,0.0
19,301,67.08573234947369
19,302,60.2529262768421
19,303,111.80955391578948
19,304,45.966149943157895
19,305,44.10265737789474
19,306,84.47832962526316
19,307,77.64552355263157
19,308,106.21907621999999
19,309,108.70373297368421
19,310,121.12701674210527
19,311,0.0
19,312,0.0
19,313,164.60850993157894
19,314,120.5058525536842
19,315,196.90904772947368
19,316,62.11641884210526
19,317,0.0
19,318,206.84767474421054
19,319,112.43071810421051
19,320,79.50901611789473
19,321,0.0
19,322,0.0
19,323,0.0
19,324,0.0
19,325,0.0
20,301,64.57450172210527
20,302,57.997469139298246
20,303,107.62416953684212
20,304,44.24549192070175
20,305,42.45175576175439
20,306,81.31603920561405
20,307,74.73900662280703
20,308,102.24296106
20,309,104.63460927192983
20,310,116.59285033157896
20,311,0.0
20,312,0.0
20,313,158.44669404035088
20,314,115.99493827859649
20,315,189.5381207954386
20,316,59.791205298245615
20,317,0.0
20,318,199.1047136431579
20,319,108.22208158982455
20,320,76.53274278175438
