,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,49.827160,0.000000,0.000000
C1-2,46.112466,0.000000,0.000000
C1-3,21.773096,0.000000,0.000000
C1-4,42.968536,0.000000,0.000000
C1-5,44.073306,0.000000,0.000000
C1-6,49.819446,0.000000,0.000000
C1-7,50.427771,0.000000,0.000000
C1-8,51.078336,0.000000,0.000000
C1-9,51.991701,0.000000,0.000000
C1-10,53.599904,0.000000,0.000000
C1-11,36.052947,0.000000,0.000000
C1-12,53.957245,0.000000,0.000000
C1-13,10.391256,0.000000,0.000000
C1-14,54.100029,0.000000,0.000000
C1-15,54.524729,0.000000,0.000000
C1-16,53.512286,0.000000,0.000000
C1-17,52.685632,0.000000,0.000000
C1-18,53.918932,0.000000,0.000000
C1-19,53.798563,0.000000,0.000000
C1-20,53.213403,0.000000,0.000000
C1-21,52.624431,0.000000,0.000000
C1-22,51.684797,0.000000,0.000000
C1-23,50.698685,0.000000,0.000000
C1-24,50.219012,0.000000,0.000000
C2-1,-120.547911,0.000000,0.000000
C2-2,-112.177364,0.000000,0.000000
C2-3,-73.702545,0.000000,0.000000
C2-4,-105.184486,0.000000,0.000000
C2-5,-107.658811,0.000000,0.000000
C2-6,-120.519423,0.000000,0.000000
C2-7,-131.272623,0.000000,0.000000
C2-8,-135.424062,0.000000,0.000000
C2-9,-137.248920,0.000000,0.000000
C2-10,-131.181826,0.000000,0.000000
C2-11,-107.416498,0.000000,0.000000
C2-12,-137.587006,0.000000,0.000000
C2-13,-45.220678,0.000000,0.000000
C2-14,-138.246825,0.000000,0.000000
C2-15,-135.540776,0.000000,0.000000
C2-16,-140.629733,0.000000,0.000000
C2-17,-145.863558,0.000000,0.000000
C2-18,-149.894997,0.000000,0.000000
C2-19,-150.082371,0.000000,0.000000
C2-20,-147.730899,0.000000,0.000000
C2-21,-145.587194,0.000000,0.000000
C2-22,-141.210900,0.000000,0.000000
C2-23,-135.019714,0.000000,0.000000
C2-24,-126.015501,0.000000,0.000000
C3-1,25.211102,0.000000,0.000000
C3-2,22.246486,0.000000,0.000000
