,hour,dispatch,dual,offer,lmp,capacity
324_PV_2-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_3-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
319_PV_1-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
308_RTPV_1-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_1-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_2-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_3-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_4-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_5-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_6-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_7-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_9-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_10-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_11-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_12-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_1-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_2-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_3-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_13-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_4-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_5-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_6-3,3,0.000000,0.000000,0.000000,0.000000,0.000000
309_WIND_1-3,3,142.800000,0.000000,0.000000,0.000000,142.800000
317_WIND_1-3,3,521.993438,0.000000,0.000000,0.000000,740.000000
303_WIND_1-3,3,479.804790,0.000000,0.000000,0.000000,837.400000
320_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_3-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_4-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
312_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_3-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
319_PV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
308_RTPV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_3-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_4-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_5-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_6-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_7-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_9-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_10-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_11-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_12-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_1-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_2-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_3-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_13-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_4-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_5-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_6-4,4,0.000000,0.000000,0.000000,0.000000,0.000000
309_WIND_1-4,4,140.800000,0.000000,0.000000,0.000000,140.800000
317_WIND_1-4,4,516.093161,0.000000,0.000000,0.000000,654.200000
303_WIND_1-4,4,479.590547,0.000000,0.000000,0.000000,841.300000
320_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_3-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_4-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
312_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_3-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
319_PV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
308_RTPV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_3-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_4-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_5-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_6-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_7-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_9-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_10-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_11-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_12-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_1-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_2-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_3-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_13-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_4-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_5-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_6-5,5,0.000000,0.000000,0.000000,0.000000,0.000000
309_WIND_1-5,5,138.800000,0.000000,0.000000,0.000000,138.800000
317_WIND_1-5,5,525.821748,0.000000,0.000000,0.000000,759.000000
303_WIND_1-5,5,503.742228,0.000000,0.000000,0.000000,838.100000
320_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_3-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_4-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_2-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
312_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_2-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_2-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_3-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
319_PV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
308_RTPV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_2-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_3-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_4-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_5-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_6-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_7-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_9-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_10-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_11-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_12-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_1-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_2-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_3-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_13-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_4-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_5-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
320_RTPV_6-6,6,0.000000,0.000000,0.000000,0.000000,0.000000
309_WIND_1-6,6,129.000000,0.000000,0.000000,0.000000,129.000000
317_WIND_1-6,6,621.003577,0.000000,0.000000,0.000000,774.600000
303_WIND_1-6,6,509.510817,0.000000,0.000000,0.000000,841.200000
320_PV_1-7,7,0.000000,13.736400,0.000000,13.736400,0.000000
314_PV_1-7,7,0.000000,14.321123,0.000000,14.321123,0.000000
314_PV_2-7,7,0.000000,14.321123,0.000000,14.321123,0.000000
313_PV_1-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
314_PV_3-7,7,0.000000,14.321123,0.000000,14.321123,0.000000
314_PV_4-7,7,0.000000,14.321123,0.000000,14.321123,0.000000
313_PV_2-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
310_PV_1-7,7,0.000000,15.565400,0.000000,15.565400,0.000000
324_PV_1-7,7,0.000000,6.775623,0.000000,6.775623,0.000000
312_PV_1-7,7,0.000000,16.350780,0.000000,16.350780,0.000000
310_PV_2-7,7,0.000000,15.565400,0.000000,15.565400,0.000000
324_PV_2-7,7,0.000000,6.775623,0.000000,6.775623,0.000000
324_PV_3-7,7,0.000000,6.775623,0.000000,6.775623,0.000000
319_PV_1-7,7,0.000000,12.931691,0.000000,12.931691,0.000000
308_RTPV_1-7,7,0.000000,17.883211,0.000000,17.883211,0.000000
313_RTPV_1-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_2-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_3-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_4-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_5-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_6-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_7-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_8-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_9-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_10-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_11-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_12-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
320_RTPV_1-7,7,0.000000,13.736400,0.000000,13.736400,0.000000
320_RTPV_2-7,7,0.000000,13.736400,0.000000,13.736400,0.000000
320_RTPV_3-7,7,0.000000,13.736400,0.000000,13.736400,0.000000
313_RTPV_13-7,7,0.000000,15.731579,0.000000,15.731579,0.000000
320_RTPV_4-7,7,0.000000,13.736400,0.000000,13.736400,0.000000
320_RTPV_5-7,7,0.000000,13.736400,0.000000,13.736400,0.000000
320_RTPV_6-7,7,0.000000,13.736400,0.000000,13.736400,0.000000
309_WIND_1-7,7,108.400000,20.201023,0.000000,20.201023,108.400000
317_WIND_1-7,7,775.500000,11.619662,0.000000,11.619662,775.500000
303_WIND_1-7,7,474.135657,0.000000,0.000000,0.000000,828.500000
320_PV_1-8,8,27.400000,0.000000,0.000000,0.000000,27.400000
314_PV_1-8,8,27.100000,0.000000,0.000000,0.000000,27.100000
314_PV_2-8,8,27.400000,0.000000,0.000000,0.000000,27.400000
313_PV_1-8,8,34.400000,0.000000,0.000000,0.000000,34.400000
314_PV_3-8,8,35.700000,0.000000,0.000000,0.000000,35.700000
314_PV_4-8,8,27.400000,0.000000,0.000000,0.000000,27.400000
313_PV_2-8,8,34.900000,0.000000,0.000000,0.000000,34.900000
310_PV_1-8,8,25.800000,0.000000,0.000000,0.000000,25.800000
324_PV_1-8,8,26.700000,0.000000,0.000000,0.000000,26.700000
312_PV_1-8,8,34.100000,0.000000,0.000000,0.000000,34.100000
310_PV_2-8,8,25.700000,0.000000,0.000000,0.000000,25.700000
324_PV_2-8,8,27.200000,0.000000,0.000000,0.000000,27.200000
324_PV_3-8,8,27.200000,0.000000,0.000000,0.000000,27.200000
319_PV_1-8,8,106.600000,0.000000,0.000000,0.000000,106.600000
308_RTPV_1-8,8,15.900000,0.000000,0.000000,0.000000,15.900000
313_RTPV_1-8,8,0.000000,0.000000,0.000000,0.000000,16.000000
313_RTPV_2-8,8,10.500000,0.000000,0.000000,0.000000,10.500000
313_RTPV_3-8,8,9.900000,0.000000,0.000000,0.000000,9.900000
313_RTPV_4-8,8,10.400000,0.000000,0.000000,0.000000,10.400000
313_RTPV_5-8,8,10.300000,0.000000,0.000000,0.000000,10.300000
313_RTPV_6-8,8,10.600000,0.000000,0.000000,0.000000,10.600000
313_RTPV_7-8,8,0.000000,0.000000,0.000000,0.000000,10.900000
313_RTPV_8-8,8,10.300000,0.000000,0.000000,0.000000,10.300000
313_RTPV_9-8,8,0.000000,0.000000,0.000000,0.000000,10.900000
313_RTPV_10-8,8,11.100000,0.000000,0.000000,0.000000,11.100000
313_RTPV_11-8,8,11.300000,0.000000,0.000000,0.000000,11.300000
313_RTPV_12-8,8,4.800000,0.000000,0.000000,0.000000,4.800000
320_RTPV_1-8,8,4.900000,0.000000,0.000000,0.000000,4.900000
320_RTPV_2-8,8,4.900000,0.000000,0.000000,0.000000,4.900000
320_RTPV_3-8,8,5.000000,0.000000,0.000000,0.000000,5.000000
313_RTPV_13-8,8,4.800000,0.000000,0.000000,0.000000,4.800000
320_RTPV_4-8,8,4.800000,0.000000,0.000000,0.000000,4.800000
320_RTPV_5-8,8,5.200000,0.000000,0.000000,0.000000,5.200000
320_RTPV_6-8,8,1.700000,0.000000,0.000000,0.000000,1.700000
309_WIND_1-8,8,109.500000,0.000000,0.000000,0.000000,109.500000
317_WIND_1-8,8,229.321708,0.000000,0.000000,0.000000,787.900000
303_WIND_1-8,8,516.275097,0.000000,0.000000,0.000000,834.400000
320_PV_1-9,9,36.300000,0.000000,0.000000,0.000000,36.300000
314_PV_1-9,9,36.000000,0.000000,0.000000,0.000000,36.000000
314_PV_2-9,9,36.500000,0.000000,0.000000,0.000000,36.500000
313_PV_1-9,9,0.000000,0.000000,0.000000,0.000000,55.200000
314_PV_3-9,9,55.500000,0.000000,0.000000,0.000000,55.500000
314_PV_4-9,9,36.500000,0.000000,0.000000,0.000000,36.500000
313_PV_2-9,9,0.000000,0.000000,0.000000,0.000000,56.600000
310_PV_1-9,9,35.700000,0.000000,0.000000,0.000000,35.700000
324_PV_1-9,9,0.000000,0.000000,0.000000,0.000000,35.800000
312_PV_1-9,9,55.000000,0.000000,0.000000,0.000000,55.000000
310_PV_2-9,9,35.400000,0.000000,0.000000,0.000000,35.400000
324_PV_2-9,9,0.000000,0.000000,0.000000,0.000000,37.000000
324_PV_3-9,9,0.000000,0.000000,0.000000,0.000000,37.000000
319_PV_1-9,9,143.100000,0.000000,0.000000,0.000000,143.100000
308_RTPV_1-9,9,41.000000,0.000000,0.000000,0.000000,41.000000
313_RTPV_1-9,9,0.000000,0.000000,0.000000,0.000000,41.100000
313_RTPV_2-9,9,0.000000,0.000000,0.000000,0.000000,25.400000
313_RTPV_3-9,9,0.000000,0.000000,0.000000,0.000000,24.400000
313_RTPV_4-9,9,23.800000,0.000000,0.000000,0.000000,23.800000
313_RTPV_5-9,9,0.000000,0.000000,0.000000,0.000000,25.600000
313_RTPV_6-9,9,0.000000,0.000000,0.000000,0.000000,26.100000
313_RTPV_7-9,9,25.600000,0.000000,0.000000,0.000000,25.600000
313_RTPV_8-9,9,0.000000,0.000000,0.000000,0.000000,25.500000
313_RTPV_9-9,9,25.600000,0.000000,0.000000,0.000000,25.600000
313_RTPV_10-9,9,0.000000,0.000000,0.000000,0.000000,26.500000
313_RTPV_11-9,9,0.000000,0.000000,0.000000,0.000000,26.900000
313_RTPV_12-9,9,0.000000,0.000000,0.000000,0.000000,11.500000
320_RTPV_1-9,9,0.000000,0.000000,0.000000,0.000000,11.600000
320_RTPV_2-9,9,0.000000,0.000000,0.000000,0.000000,11.500000
320_RTPV_3-9,9,0.000000,0.000000,0.000000,0.000000,11.500000
313_RTPV_13-9,9,10.900000,0.000000,0.000000,0.000000,10.900000
320_RTPV_4-9,9,0.000000,0.000000,0.000000,0.000000,11.400000
320_RTPV_5-9,9,0.000000,0.000000,0.000000,0.000000,11.800000
320_RTPV_6-9,9,0.000000,0.000000,0.000000,0.000000,3.800000
309_WIND_1-9,9,142.100000,0.000000,0.000000,0.000000,142.100000
317_WIND_1-9,9,245.543476,0.000000,0.000000,0.000000,772.600000
303_WIND_1-9,9,574.796923,0.000000,0.000000,0.000000,823.900000
320_PV_1-10,10,-0.000000,0.000000,0.000000,0.000000,39.000000
314_PV_1-10,10,39.000000,0.000000,0.000000,0.000000,39.000000
314_PV_2-10,10,38.900000,0.000000,0.000000,0.000000,38.900000
313_PV_1-10,10,67.400000,0.000000,0.000000,0.000000,67.400000
314_PV_3-10,10,0.000000,0.000000,0.000000,0.000000,67.500000
314_PV_4-10,10,38.900000,0.000000,0.000000,0.000000,38.900000
313_PV_2-10,10,69.300000,0.000000,0.000000,0.000000,69.300000
310_PV_1-10,10,38.800000,0.000000,0.000000,0.000000,38.800000
324_PV_1-10,10,0.000000,0.000000,0.000000,0.000000,38.100000
312_PV_1-10,10,66.900000,0.000000,0.000000,0.000000,66.900000
310_PV_2-10,10,38.500000,0.000000,0.000000,0.000000,38.500000
324_PV_2-10,10,0.000000,0.000000,0.000000,0.000000,39.700000
324_PV_3-10,10,0.000000,0.000000,0.000000,0.000000,39.700000
319_PV_1-10,10,0.000000,0.000000,0.000000,0.000000,150.400000
308_RTPV_1-10,10,59.000000,0.000000,0.000000,0.000000,59.000000
313_RTPV_1-10,10,59.100000,0.000000,0.000000,0.000000,59.100000
313_RTPV_2-10,10,37.500000,0.000000,0.000000,0.000000,37.500000
313_RTPV_3-10,10,37.400000,0.000000,0.000000,0.000000,37.400000
313_RTPV_4-10,10,36.100000,0.000000,0.000000,0.000000,36.100000
313_RTPV_5-10,10,5.380072,0.000000,0.000000,0.000000,38.000000
313_RTPV_6-10,10,0.000000,0.000000,0.000000,0.000000,37.000000
313_RTPV_7-10,10,0.000000,0.000000,0.000000,0.000000,37.200000
313_RTPV_8-10,10,0.000000,0.000000,0.000000,0.000000,36.500000
313_RTPV_9-10,10,37.100000,0.000000,0.000000,0.000000,37.100000
313_RTPV_10-10,10,38.600000,0.000000,0.000000,0.000000,38.600000
313_RTPV_11-10,10,39.200000,0.000000,0.000000,0.000000,39.200000
313_RTPV_12-10,10,16.500000,0.000000,0.000000,0.000000,16.500000
320_RTPV_1-10,10,0.000000,0.000000,0.000000,0.000000,16.500000
320_RTPV_2-10,10,0.000000,0.000000,0.000000,0.000000,16.500000
320_RTPV_3-10,10,0.000000,0.000000,0.000000,0.000000,16.200000
313_RTPV_13-10,10,15.600000,0.000000,0.000000,0.000000,15.600000
320_RTPV_4-10,10,0.000000,0.000000,0.000000,0.000000,16.400000
320_RTPV_5-10,10,16.700000,0.000000,0.000000,0.000000,16.700000
320_RTPV_6-10,10,0.000000,0.000000,0.000000,0.000000,5.500000
309_WIND_1-10,10,144.800000,0.000000,0.000000,0.000000,144.800000
317_WIND_1-10,10,0.000000,0.000000,0.000000,0.000000,793.700000
303_WIND_1-10,10,734.478106,0.000000,0.000000,0.000000,797.400000
320_PV_1-11,11,0.000000,0.000000,0.000000,0.000000,39.600000
314_PV_1-11,11,39.600000,0.000000,0.000000,0.000000,39.600000
314_PV_2-11,11,40.300000,0.000000,0.000000,0.000000,40.300000
313_PV_1-11,11,73.900000,0.000000,0.000000,0.000000,73.900000
314_PV_3-11,11,74.200000,0.000000,0.000000,0.000000,74.200000
