,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,48.793744,0.000000,0.000000
C1-2,48.302195,0.000000,0.000000
C1-3,48.098289,0.000000,0.000000
C1-4,48.046328,0.000000,0.000000
C1-5,48.110072,0.000000,0.000000
C1-6,48.774163,0.000000,0.000000
C1-7,50.249923,0.000000,0.000000
C1-8,51.692896,0.000000,0.000000
C1-9,52.261829,0.000000,0.000000
C1-10,52.853556,0.000000,0.000000
C1-11,32.601849,0.000000,0.000000
C1-12,42.526890,0.000000,0.000000
C1-13,32.752752,0.000000,0.000000
C1-14,46.156056,0.000000,0.000000
C1-15,15.702286,0.000000,0.000000
C1-16,28.825693,0.000000,0.000000
C1-17,55.522195,0.000000,0.000000
C1-18,53.739595,0.000000,0.000000
C1-19,75.172148,0.000000,0.000000
C1-20,74.976539,0.000000,0.000000
C1-21,52.915414,0.000000,0.000000
C1-22,51.719077,0.000000,0.000000
C1-23,50.535461,0.000000,0.000000
C1-24,49.328561,0.000000,0.000000
C2-1,-130.070651,0.000000,0.000000
C2-2,-129.342555,0.000000,0.000000
C2-3,-128.539162,0.000000,0.000000
C2-4,-128.145910,0.000000,0.000000
C2-5,-128.179979,0.000000,0.000000
C2-6,-129.645975,0.000000,0.000000
C2-7,-133.022322,0.000000,0.000000
C2-8,-133.364651,0.000000,0.000000
C2-9,-136.821715,0.000000,0.000000
C2-10,-138.676989,0.000000,0.000000
C2-11,-153.224587,0.000000,0.000000
C2-12,-147.726193,0.000000,0.000000
C2-13,-154.487864,0.000000,0.000000
C2-14,-123.690565,0.000000,0.000000
C2-15,-115.540123,0.000000,0.000000
C2-16,-82.404556,0.000000,0.000000
C2-17,-81.392150,0.000000,0.000000
C2-18,-146.186195,0.000000,0.000000
C2-19,-135.236169,0.000000,0.000000
C2-20,-132.099632,0.000000,0.000000
C2-21,-143.751284,0.000000,0.000000
C2-22,-141.609321,0.000000,0.000000
C2-23,-137.499781,0.000000,0.000000
C2-24,-133.394852,0.000000,0.000000
C3-1,35.220596,0.000000,0.000000
C3-2,36.743619,0.000000,0.000000
C3-3,37.066624,0.000000,0.000000
C3-4,37.032831,0.000000,0.000000
C3-5,36.798158,0.000000,0.000000
C3-6,35.037582,0.000000,0.000000
C3-7,31.198213,0.000000,0.000000
C3-8,25.621771,0.000000,0.000000
C3-9,25.469092,0.000000,0.000000
C3-10,24.238492,0.000000,0.000000
C3-11,7.226977,0.000000,0.000000
C3-12,14.478794,0.000000,0.000000
C3-13,7.399775,0.000000,0.000000
C3-14,13.011257,0.000000,0.000000
