,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,19.549136,0.000000,0.000000
C1-2,16.660233,0.000000,0.000000
C1-3,16.592858,0.000000,0.000000
C1-4,15.406968,0.000000,0.000000
C1-5,14.920354,0.000000,0.000000
C1-6,15.301873,0.000000,0.000000
C1-7,19.736572,0.000000,0.000000
C1-8,20.286756,0.000000,0.000000
C1-9,15.943845,0.000000,0.000000
C1-10,15.700278,0.000000,0.000000
C1-11,10.259854,0.000000,0.000000
C1-12,11.724709,0.000000,0.000000
C1-13,17.435700,0.000000,0.000000
C1-14,18.247535,0.000000,0.000000
C1-15,7.837015,0.000000,0.000000
C1-16,13.553605,0.000000,0.000000
C1-17,27.073621,0.000000,0.000000
C1-18,39.137474,0.000000,0.000000
C1-19,30.398829,0.000000,0.000000
C1-20,38.378496,0.000000,0.000000
C1-21,42.578080,0.000000,0.000000
C1-22,40.316503,0.000000,0.000000
C1-23,46.662880,0.000000,0.000000
C1-24,40.841963,0.000000,0.000000
C2-1,-57.853506,0.000000,0.000000
C2-2,-51.227371,0.000000,0.000000
C2-3,-51.222906,0.000000,0.000000
C2-4,-50.000451,0.000000,0.000000
C2-5,-50.135587,0.000000,0.000000
C2-6,-51.683817,0.000000,0.000000
C2-7,-61.606353,0.000000,0.000000
C2-8,-58.395332,0.000000,0.000000
C2-9,-49.467796,0.000000,0.000000
C2-10,-50.874465,0.000000,0.000000
C2-11,-42.585421,0.000000,0.000000
C2-12,-39.161922,0.000000,0.000000
C2-13,-49.625671,0.000000,0.000000
C2-14,-51.613214,0.000000,0.000000
C2-15,-29.954994,0.000000,0.000000
C2-16,-42.615250,0.000000,0.000000
C2-17,-74.167186,0.000000,0.000000
C2-18,-106.086960,0.000000,0.000000
C2-19,-92.594700,0.000000,0.000000
C2-20,-106.449173,0.000000,0.000000
C2-21,-113.262352,0.000000,0.000000
C2-22,-105.186766,0.000000,0.000000
C2-23,-116.641944,0.000000,0.000000
C2-24,-106.863970,0.000000,0.000000
C3-1,-7.974023,0.000000,0.000000
C3-2,-9.763770,0.000000,0.000000
C3-3,-8.641702,0.000000,0.000000
C3-4,-8.097437,0.000000,0.000000
C3-5,-7.424438,0.000000,0.000000
C3-6,-6.872722,0.000000,0.000000
C3-7,-2.324462,0.000000,0.000000
C3-8,-6.410247,0.000000,0.000000
C3-9,-13.044856,0.000000,0.000000
C3-10,-13.137106,0.000000,0.000000
C3-11,-17.284050,0.000000,0.000000
C3-12,-22.479902,0.000000,0.000000
C3-13,-17.710061,0.000000,0.000000
C3-14,-16.500187,0.000000,0.000000
C3-15,-27.320805,0.000000,0.000000
C3-16,-20.137975,0.000000,0.000000
C3-17,-3.199380,0.000000,0.000000
C3-18,10.404089,0.000000,0.000000
C3-19,1.823837,0.000000,0.000000
C3-20,8.159889,0.000000,0.000000
C3-21,12.276806,0.000000,0.000000
C3-22,9.161943,0.000000,0.000000
C3-23,18.541544,0.000000,0.000000
C3-24,18.376957,0.000000,0.000000
C4-1,-18.950031,0.000000,0.000000
C4-2,-18.879877,0.000000,0.000000
C4-3,-18.687576,0.000000,0.000000
C4-4,-19.746049,0.000000,0.000000
C4-5,-20.669913,0.000000,0.000000
C4-6,-21.242994,0.000000,0.000000
C4-7,-20.587274,0.000000,0.000000
C4-8,-17.528657,0.000000,0.000000
C4-9,-19.570019,0.000000,0.000000
C4-10,-21.459599,0.000000,0.000000
C4-11,-25.628816,0.000000,0.000000
C4-12,-20.829234,0.000000,0.000000
C4-13,-18.047185,0.000000,0.000000
C4-14,-17.984485,0.000000,0.000000
C4-15,-21.156411,0.000000,0.000000
C4-16,-19.802335,0.000000,0.000000
C4-17,-18.180609,0.000000,0.000000
C4-18,-20.835432,0.000000,0.000000
C4-19,-27.914213,0.000000,0.000000
C4-20,-23.376702,0.000000,0.000000
C4-21,-20.296972,0.000000,0.000000
C4-22,-17.927228,0.000000,0.000000
C4-23,-13.487469,0.000000,0.000000
C4-24,-15.827493,0.000000,0.000000
C5-1,-3.065685,0.000000,0.000000
C5-2,-4.275613,0.000000,0.000000
C5-3,-3.584008,0.000000,0.000000
C5-4,-3.189754,0.000000,0.000000
C5-5,-2.706475,0.000000,0.000000
C5-6,-2.304231,0.000000,0.000000
C5-7,0.630869,0.000000,0.000000
C5-8,-2.169085,0.000000,0.000000
C5-9,-6.311824,0.000000,0.000000
C5-10,-6.230822,0.000000,0.000000
C5-11,-8.668116,0.000000,0.000000
C5-12,-12.279022,0.000000,0.000000
C5-13,-9.334735,0.000000,0.000000
C5-14,-8.554914,0.000000,0.000000
C5-15,-15.409928,0.000000,0.000000
C5-16,-10.832607,0.000000,0.000000
C5-17,0.083714,0.000000,0.000000
C5-18,9.186763,0.000000,0.000000
C5-19,4.090011,0.000000,0.000000
C5-20,7.946434,0.000000,0.000000
C5-21,10.416494,0.000000,0.000000
C5-22,8.209407,0.000000,0.000000
C5-23,13.951836,0.000000,0.000000
C5-24,13.877144,0.000000,0.000000
C6-1,40.382828,0.000000,0.000000
C6-2,29.596466,0.000000,0.000000
C6-3,30.588154,0.000000,0.000000
C6-4,26.574219,0.000000,0.000000
C6-5,24.993888,0.000000,0.000000
C6-6,26.303231,0.000000,0.000000
C6-7,45.128934,0.000000,0.000000
C6-8,45.243121,0.000000,0.000000
C6-9,23.712484,0.000000,0.000000
C6-10,21.466568,0.000000,0.000000
C6-11,-2.741506,0.000000,0.000000
C6-12,0.493293,0.000000,0.000000
C6-13,25.129220,0.000000,0.000000
C6-14,28.891034,0.000000,0.000000
C6-15,-16.637648,0.000000,0.000000
C6-16,9.254625,0.000000,0.000000
C6-17,69.283600,0.000000,0.000000
C6-18,118.402565,0.000000,0.000000
C6-19,77.418620,0.000000,0.000000
C6-20,112.007209,0.000000,0.000000
C6-21,131.460303,0.000000,0.000000
C6-22,123.091725,0.000000,0.000000
C6-23,155.325425,0.000000,0.000000
C6-24,135.031792,0.000000,0.000000
C7-1,-150.366989,0.000000,0.000000
C7-2,-153.408683,0.000000,0.000000
C7-3,-153.930642,0.000000,0.000000
C7-4,-147.526205,0.000000,0.000000
C7-5,-141.695593,0.000000,0.000000
C7-6,-133.478158,0.000000,0.000000
C7-7,-112.092357,0.000000,0.000000
C7-8,-60.736491,0.000000,0.000000
C7-9,-43.936135,0.000000,0.000000
C7-10,11.540143,0.000000,0.000000
C7-11,-42.326610,0.000000,0.000000
C7-12,-57.450407,0.000000,0.000000
C7-13,-52.821610,0.000000,0.000000
C7-14,-33.814023,0.000000,0.000000
C7-15,-65.715321,0.000000,0.000000
C7-16,-34.069242,0.000000,0.000000
C7-17,-86.172361,0.000000,0.000000
C7-18,-24.231853,0.000000,0.000000
C7-19,-88.733377,0.000000,0.000000
C7-20,-55.707694,0.000000,0.000000
C7-21,-53.968432,0.000000,0.000000
C7-22,-78.425692,0.000000,0.000000
C7-23,10.003432,0.000000,0.000000
C7-24,18.695823,0.000000,0.000000
C8-1,-50.659300,0.000000,0.000000
C8-2,-49.254758,0.000000,0.000000
C8-3,-48.336737,0.000000,0.000000
C8-4,-48.997235,0.000000,0.000000
C8-5,-49.885984,0.000000,0.000000
C8-6,-50.880451,0.000000,0.000000
C8-7,-50.868514,0.000000,0.000000
C8-8,-48.032296,0.000000,0.000000
C8-9,-51.478276,0.000000,0.000000
C8-10,-54.561782,0.000000,0.000000
C8-11,-59.620591,0.000000,0.000000
C8-12,-55.031701,0.000000,0.000000
C8-13,-52.237948,0.000000,0.000000
C8-14,-52.151837,0.000000,0.000000
C8-15,-55.031134,0.000000,0.000000
C8-16,-53.513186,0.000000,0.000000
C8-17,-52.640590,0.000000,0.000000
C8-18,-59.579501,0.000000,0.000000
C8-19,-69.280236,0.000000,0.000000
C8-20,-64.426686,0.000000,0.000000
C8-21,-60.316902,0.000000,0.000000
C8-22,-56.097744,0.000000,0.000000
C8-23,-48.731696,0.000000,0.000000
C8-24,-48.473175,0.000000,0.000000
C9-1,-38.397781,0.000000,0.000000
C9-2,-38.907237,0.000000,0.000000
C9-3,-37.088871,0.000000,0.000000
C9-4,-36.162765,0.000000,0.000000
C9-5,-35.456073,0.000000,0.000000
C9-6,-35.308660,0.000000,0.000000
C9-7,-31.378084,0.000000,0.000000
C9-8,-35.677251,0.000000,0.000000
C9-9,-43.659535,0.000000,0.000000
C9-10,-44.897309,0.000000,0.000000
C9-11,-49.897780,0.000000,0.000000
C9-12,-55.295783,0.000000,0.000000
C9-13,-50.514712,0.000000,0.000000
C9-14,-49.282376,0.000000,0.000000
C9-15,-59.822229,0.000000,0.000000
C9-16,-52.482170,0.000000,0.000000
C9-17,-36.262335,0.000000,0.000000
C9-18,-26.769274,0.000000,0.000000
C9-19,-37.865185,0.000000,0.000000
C9-20,-31.225907,0.000000,0.000000
C9-21,-26.120695,0.000000,0.000000
C9-22,-27.461119,0.000000,0.000000
C9-23,-15.273863,0.000000,0.000000
