,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,49.521184,0.000000,0.000000
C1-2,48.016166,0.000000,0.000000
C1-3,22.709097,0.000000,0.000000
C1-4,48.088131,0.000000,0.000000
C1-5,48.187709,0.000000,0.000000
C1-6,48.095053,0.000000,0.000000
C1-7,48.457812,0.000000,0.000000
C1-8,48.956831,0.000000,0.000000
C1-9,28.652088,0.000000,0.000000
C1-10,58.081634,0.000000,0.000000
C1-11,29.816507,0.000000,0.000000
C1-12,52.979352,0.000000,0.000000
C1-13,50.182019,0.000000,0.000000
C1-14,50.041931,0.000000,0.000000
C1-15,49.837300,0.000000,0.000000
C1-16,28.815203,0.000000,0.000000
C1-17,49.629322,0.000000,0.000000
C1-18,50.010714,0.000000,0.000000
C1-19,71.872081,0.000000,0.000000
C1-20,72.092434,0.000000,0.000000
C1-21,50.782234,0.000000,0.000000
C1-22,50.236379,0.000000,0.000000
C1-23,49.509469,0.000000,0.000000
C1-24,47.162024,0.000000,0.000000
C2-1,-120.989248,0.000000,0.000000
C2-2,-128.293365,0.000000,0.000000
C2-3,-75.258353,0.000000,0.000000
C2-4,-124.482794,0.000000,0.000000
C2-5,-123.479964,0.000000,0.000000
C2-6,-125.451421,0.000000,0.000000
C2-7,-123.764521,0.000000,0.000000
C2-8,-125.857205,0.000000,0.000000
C2-9,-144.467267,0.000000,0.000000
C2-10,-128.381585,0.000000,0.000000
C2-11,-150.351299,0.000000,0.000000
C2-12,-134.959147,0.000000,0.000000
C2-13,-136.578699,0.000000,0.000000
C2-14,-135.808805,0.000000,0.000000
C2-15,-135.144515,0.000000,0.000000
C2-16,-148.703473,0.000000,0.000000
C2-17,-134.461990,0.000000,0.000000
C2-18,-135.786638,0.000000,0.000000
C2-19,-125.478258,0.000000,0.000000
C2-20,-126.419578,0.000000,0.000000
C2-21,-138.767707,0.000000,0.000000
C2-22,-136.775264,0.000000,0.000000
C2-23,-134.067173,0.000000,0.000000
C2-24,-132.788438,0.000000,0.000000
C3-1,26.710076,0.000000,0.000000
C3-2,37.244615,0.000000,0.000000
C3-3,10.422081,0.000000,0.000000
C3-4,34.609152,0.000000,0.000000
C3-5,33.592160,0.000000,0.000000
C3-6,35.177944,0.000000,0.000000
C3-7,32.684121,0.000000,0.000000
C3-8,31.971553,0.000000,0.000000
C3-9,17.674717,0.000000,0.000000
C3-10,39.637325,0.000000,0.000000
C3-11,19.014326,0.000000,0.000000
C3-12,35.486308,0.000000,0.000000
C3-13,33.660837,0.000000,0.000000
C3-14,33.748525,0.000000,0.000000
C3-15,34.160110,0.000000,0.000000
C3-16,19.629491,0.000000,0.000000
C3-17,34.573889,0.000000,0.000000
C3-18,33.860075,0.000000,0.000000
C3-19,47.026614,0.000000,0.000000
C3-20,46.722589,0.000000,0.000000
C3-21,32.601734,0.000000,0.000000
C3-22,33.563877,0.000000,0.000000
C3-23,34.811421,0.000000,0.000000
C3-24,34.747304,0.000000,0.000000
C4-1,-9.556740,0.000000,0.000000
C4-2,-16.669508,0.000000,0.000000
C4-3,-24.154813,0.000000,0.000000
