timepoint,zone,wind,solar,curtailment
1,101,0.0,0.0,0
1,102,0.0,0.0,0
1,103,0.0,0.0,0
1,104,0.0,0.0,0
1,105,0.0,0.0,0
1,106,0.0,0.0,0
1,107,0.0,0.0,0
1,108,0.0,0.0,0
1,109,0.0,0.0,0
1,110,0.0,0.0,0
1,111,0.0,0.0,0
1,112,0.0,0.0,0
1,113,0.0,0.0,0
1,114,0.0,0.0,0
1,115,0.0,0.0,0
1,116,0.0,0.0,0
1,117,0.0,0.0,0
1,118,0.0,0.0,0
1,119,0.0,0.0,0
1,120,0.0,0.0,0
1,121,0.0,0.0,0
1,122,0.0,0.0,0
1,123,0.0,0.0,0
1,124,0.0,0.0,0
1,201,0.0,0.0,0
1,202,0.0,0.0,0
1,203,0.0,0.0,0
1,204,0.0,0.0,0
1,205,0.0,0.0,0
1,206,0.0,0.0,0
1,207,0.0,0.0,0
1,208,0.0,0.0,0
1,209,0.0,0.0,0
1,210,0.0,0.0,0
1,211,0.0,0.0,0
1,212,0.0,0.0,0
1,213,0.0,0.0,0
1,214,0.0,0.0,0
1,215,0.0,0.0,0
1,216,0.0,0.0,0
1,217,0.0,0.0,0
1,218,0.0,0.0,0
1,219,0.0,0.0,0
1,220,0.0,0.0,0
1,221,0.0,0.0,0
1,222,0.0,0.0,0
1,223,0.0,0.0,0
1,224,0.0,0.0,0
1,301,0.0,0.0,0
1,302,0.0,0.0,0
1,303,0.0,0.0,0
1,304,0.0,0.0,0
1,305,0.0,0.0,0
1,306,0.0,0.0,0
1,307,0.0,0.0,0
1,308,0.0,0.0,0
1,309,0.0,0.0,0
1,310,0.0,0.0,0
1,311,0.0,0.0,0
1,312,0.0,0.0,0
1,313,0.0,0.0,0
1,314,0.0,0.0,0
1,315,0.0,0.0,0
1,316,0.0,0.0,0
1,317,0.0,0.0,0
1,318,0.0,0.0,0
1,319,0.0,0.0,0
1,320,0.0,0.0,0
1,321,0.0,0.0,0
1,322,0.0,0.0,0
1,323,0.0,0.0,0
1,324,0.0,0.0,0
1,325,0.0,0.0,0
2,101,0.0,0.0,0
2,102,0.0,0.0,0
2,103,0.0,0.0,0
2,104,0.0,0.0,0
2,105,0.0,0.0,0
2,106,0.0,0.0,0
2,107,0.0,0.0,0
2,108,0.0,0.0,0
2,109,0.0,0.0,0
2,110,0.0,0.0,0
2,111,0.0,0.0,0
2,112,0.0,0.0,0
2,113,0.0,0.0,0
2,114,0.0,0.0,0
2,115,0.0,0.0,0
2,116,0.0,0.0,0
2,117,0.0,0.0,0
2,118,0.0,0.0,0
2,119,0.0,0.0,0
2,120,0.0,0.0,0
2,121,0.0,0.0,0
2,122,0.0,0.0,0
2,123,0.0,0.0,0
2,124,0.0,0.0,0
2,201,0.0,0.0,0
2,202,0.0,0.0,0
2,203,0.0,0.0,0
2,204,0.0,0.0,0
2,205,0.0,0.0,0
2,206,0.0,0.0,0
2,207,0.0,0.0,0
2,208,0.0,0.0,0
2,209,0.0,0.0,0
2,210,0.0,0.0,0
2,211,0.0,0.0,0
2,212,0.0,0.0,0
2,213,0.0,0.0,0
2,214,0.0,0.0,0
2,215,0.0,0.0,0
2,216,0.0,0.0,0
2,217,0.0,0.0,0
2,218,0.0,0.0,0
2,219,0.0,0.0,0
2,220,0.0,0.0,0
2,221,0.0,0.0,0
2,222,0.0,0.0,0
2,223,0.0,0.0,0
2,224,0.0,0.0,0
2,301,0.0,0.0,0
2,302,0.0,0.0,0
2,303,0.0,0.0,0
2,304,0.0,0.0,0
2,305,0.0,0.0,0
2,306,0.0,0.0,0
2,307,0.0,0.0,0
2,308,0.0,0.0,0
2,309,0.0,0.0,0
2,310,0.0,0.0,0
2,311,0.0,0.0,0
2,312,0.0,0.0,0
2,313,0.0,0.0,0
2,314,0.0,0.0,0
2,315,0.0,0.0,0
2,316,0.0,0.0,0
2,317,0.0,0.0,0
2,318,0.0,0.0,0
2,319,0.0,0.0,0
2,320,0.0,0.0,0
2,321,0.0,0.0,0
2,322,0.0,0.0,0
2,323,0.0,0.0,0
2,324,0.0,0.0,0
2,325,0.0,0.0,0
3,101,0.0,0.0,0
3,102,0.0,0.0,0
3,103,0.0,0.0,0
3,104,0.0,0.0,0
3,105,0.0,0.0,0
3,106,0.0,0.0,0
3,107,0.0,0.0,0
3,108,0.0,0.0,0
3,109,0.0,0.0,0
3,110,0.0,0.0,0
3,111,0.0,0.0,0
3,112,0.0,0.0,0
3,113,0.0,0.0,0
3,114,0.0,0.0,0
3,115,0.0,0.0,0
3,116,0.0,0.0,0
3,117,0.0,0.0,0
3,118,0.0,0.0,0
3,119,0.0,0.0,0
3,120,0.0,0.0,0
3,121,0.0,0.0,0
3,122,0.0,0.0,0
3,123,0.0,0.0,0
3,124,0.0,0.0,0
3,201,0.0,0.0,0
3,202,0.0,0.0,0
3,203,0.0,0.0,0
3,204,0.0,0.0,0
3,205,0.0,0.0,0
3,206,0.0,0.0,0
3,207,0.0,0.0,0
3,208,0.0,0.0,0
3,209,0.0,0.0,0
3,210,0.0,0.0,0
3,211,0.0,0.0,0
3,212,0.0,0.0,0
3,213,0.0,0.0,0
3,214,0.0,0.0,0
3,215,0.0,0.0,0
3,216,0.0,0.0,0
3,217,0.0,0.0,0
3,218,0.0,0.0,0
3,219,0.0,0.0,0
3,220,0.0,0.0,0
3,221,0.0,0.0,0
3,222,0.0,0.0,0
3,223,0.0,0.0,0
3,224,0.0,0.0,0
3,301,0.0,0.0,0
3,302,0.0,0.0,0
3,303,0.0,0.0,0
3,304,0.0,0.0,0
3,305,0.0,0.0,0
3,306,0.0,0.0,0
3,307,0.0,0.0,0
3,308,0.0,0.0,0
3,309,0.0,0.0,0
3,310,0.0,0.0,0
3,311,0.0,0.0,0
3,312,0.0,0.0,0
3,313,0.0,0.0,0
3,314,0.0,0.0,0
3,315,0.0,0.0,0
3,316,0.0,0.0,0
3,317,0.0,0.0,0
3,318,0.0,0.0,0
3,319,0.0,0.0,0
3,320,0.0,0.0,0
3,321,0.0,0.0,0
3,322,0.0,0.0,0
3,323,0.0,0.0,0
3,324,0.0,0.0,0
3,325,0.0,0.0,0
4,101,0.0,0.0,0
4,102,0.0,0.0,0
4,103,0.0,0.0,0
4,104,0.0,0.0,0
4,105,0.0,0.0,0
4,106,0.0,0.0,0
4,107,0.0,0.0,0
4,108,0.0,0.0,0
4,109,0.0,0.0,0
4,110,0.0,0.0,0
4,111,0.0,0.0,0
4,112,0.0,0.0,0
4,113,0.0,0.0,0
4,114,0.0,0.0,0
4,115,0.0,0.0,0
4,116,0.0,0.0,0
4,117,0.0,0.0,0
4,118,0.0,0.0,0
4,119,0.0,0.0,0
4,120,0.0,0.0,0
4,121,0.0,0.0,0
4,122,0.0,0.0,0
4,123,0.0,0.0,0
4,124,0.0,0.0,0
4,201,0.0,0.0,0
4,202,0.0,0.0,0
4,203,0.0,0.0,0
4,204,0.0,0.0,0
4,205,0.0,0.0,0
4,206,0.0,0.0,0
4,207,0.0,0.0,0
4,208,0.0,0.0,0
4,209,0.0,0.0,0
4,210,0.0,0.0,0
4,211,0.0,0.0,0
4,212,0.0,0.0,0
4,213,0.0,0.0,0
4,214,0.0,0.0,0
4,215,0.0,0.0,0
4,216,0.0,0.0,0
4,217,0.0,0.0,0
4,218,0.0,0.0,0
4,219,0.0,0.0,0
4,220,0.0,0.0,0
4,221,0.0,0.0,0
4,222,0.0,0.0,0
4,223,0.0,0.0,0
4,224,0.0,0.0,0
4,301,0.0,0.0,0
4,302,0.0,0.0,0
4,303,0.0,0.0,0
4,304,0.0,0.0,0
4,305,0.0,0.0,0
4,306,0.0,0.0,0
4,307,0.0,0.0,0
4,308,0.0,0.0,0
4,309,0.0,0.0,0
4,310,0.0,0.0,0
4,311,0.0,0.0,0
4,312,0.0,0.0,0
4,313,0.0,0.0,0
4,314,0.0,0.0,0
4,315,0.0,0.0,0
4,316,0.0,0.0,0
4,317,0.0,0.0,0
4,318,0.0,0.0,0
4,319,0.0,0.0,0
4,320,0.0,0.0,0
4,321,0.0,0.0,0
4,322,0.0,0.0,0
4,323,0.0,0.0,0
4,324,0.0,0.0,0
4,325,0.0,0.0,0
5,101,0.0,0.0,0
5,102,0.0,0.0,0
5,103,0.0,0.0,0
5,104,0.0,0.0,0
5,105,0.0,0.0,0
5,106,0.0,0.0,0
5,107,0.0,0.0,0
5,108,0.0,0.0,0
5,109,0.0,0.0,0
5,110,0.0,0.0,0
5,111,0.0,0.0,0
5,112,0.0,0.0,0
5,113,0.0,0.0,0
5,114,0.0,0.0,0
5,115,0.0,0.0,0
5,116,0.0,0.0,0
5,117,0.0,0.0,0
5,118,0.0,0.0,0
5,119,0.0,0.0,0
5,120,0.0,0.0,0
5,121,0.0,0.0,0
5,122,0.0,0.0,0
5,123,0.0,0.0,0
5,124,0.0,0.0,0
5,201,0.0,0.0,0
5,202,0.0,0.0,0
5,203,0.0,0.0,0
5,204,0.0,0.0,0
5,205,0.0,0.0,0
5,206,0.0,0.0,0
5,207,0.0,0.0,0
5,208,0.0,0.0,0
5,209,0.0,0.0,0
5,210,0.0,0.0,0
5,211,0.0,0.0,0
5,212,0.0,0.0,0
5,213,0.0,0.0,0
5,214,0.0,0.0,0
5,215,0.0,0.0,0
5,216,0.0,0.0,0
5,217,0.0,0.0,0
5,218,0.0,0.0,0
5,219,0.0,0.0,0
5,220,0.0,0.0,0
5,221,0.0,0.0,0
5,222,0.0,0.0,0
5,223,0.0,0.0,0
5,224,0.0,0.0,0
5,301,0.0,0.0,0
5,302,0.0,0.0,0
5,303,0.0,0.0,0
5,304,0.0,0.0,0
5,305,0.0,0.0,0
5,306,0.0,0.0,0
5,307,0.0,0.0,0
5,308,0.0,0.0,0
5,309,0.0,0.0,0
5,310,0.0,0.0,0
5,311,0.0,0.0,0
5,312,0.0,0.0,0
5,313,0.0,0.0,0
5,314,0.0,0.0,0
5,315,0.0,0.0,0
5,316,0.0,0.0,0
5,317,0.0,0.0,0
5,318,0.0,0.0,0
5,319,0.0,0.0,0
5,320,0.0,0.0,0
5,321,0.0,0.0,0
5,322,0.0,0.0,0
5,323,0.0,0.0,0
5,324,0.0,0.0,0
5,325,0.0,0.0,0
6,101,0.0,0.0,0
6,102,0.0,0.0,0
6,103,0.0,0.0,0
6,104,0.0,0.0,0
6,105,0.0,0.0,0
6,106,0.0,0.0,0
6,107,0.0,0.0,0
6,108,0.0,0.0,0
6,109,0.0,0.0,0
6,110,0.0,0.0,0
6,111,0.0,0.0,0
6,112,0.0,0.0,0
6,113,0.0,0.0,0
6,114,0.0,0.0,0
6,115,0.0,0.0,0
6,116,0.0,0.0,0
6,117,0.0,0.0,0
6,118,0.0,0.0,0
6,119,0.0,0.0,0
6,120,0.0,0.0,0
6,121,0.0,0.0,0
6,122,0.0,0.0,0
6,123,0.0,0.0,0
6,124,0.0,0.0,0
6,201,0.0,0.0,0
6,202,0.0,0.0,0
6,203,0.0,0.0,0
6,204,0.0,0.0,0
6,205,0.0,0.0,0
6,206,0.0,0.0,0
6,207,0.0,0.0,0
6,208,0.0,0.0,0
6,209,0.0,0.0,0
6,210,0.0,0.0,0
6,211,0.0,0.0,0
6,212,0.0,0.0,0
6,213,0.0,0.0,0
6,214,0.0,0.0,0
6,215,0.0,0.0,0
6,216,0.0,0.0,0
6,217,0.0,0.0,0
6,218,0.0,0.0,0
6,219,0.0,0.0,0
6,220,0.0,0.0,0
6,221,0.0,0.0,0
6,222,0.0,0.0,0
6,223,0.0,0.0,0
6,224,0.0,0.0,0
6,301,0.0,0.0,0
6,302,0.0,0.0,0
6,303,0.0,0.0,0
6,304,0.0,0.0,0
6,305,0.0,0.0,0
6,306,0.0,0.0,0
6,307,0.0,0.0,0
6,308,0.0,0.0,0
6,309,0.0,0.0,0
6,310,0.0,0.0,0
6,311,0.0,0.0,0
6,312,0.0,0.0,0
6,313,0.0,0.0,0
6,314,0.0,0.0,0
6,315,0.0,0.0,0
6,316,0.0,0.0,0
6,317,0.0,0.0,0
6,318,0.0,0.0,0
6,319,0.0,0.0,0
6,320,0.0,0.0,0
6,321,0.0,0.0,0
6,322,0.0,0.0,0
6,323,0.0,0.0,0
6,324,0.0,0.0,0
6,325,0.0,0.0,0
7,101,0.0,0.0,0
7,102,0.0,0.0,0
7,103,0.0,0.0,0
7,104,0.0,0.0,0
7,105,0.0,0.0,0
7,106,0.0,0.0,0
7,107,0.0,0.0,0
7,108,0.0,0.0,0
7,109,0.0,0.0,0
7,110,0.0,0.0,0
7,111,0.0,0.0,0
7,112,0.0,0.0,0
7,113,0.0,0.0,0
7,114,0.0,0.0,0
7,115,0.0,0.0,0
7,116,0.0,0.0,0
7,117,0.0,0.0,0
7,118,0.0,0.0,0
7,119,0.0,0.0,0
7,120,0.0,0.0,0
7,121,0.0,0.0,0
7,122,0.0,0.0,0
7,123,0.0,0.0,0
7,124,0.0,0.0,0
7,201,0.0,0.0,0
7,202,0.0,0.0,0
7,203,0.0,0.0,0
7,204,0.0,0.0,0
7,205,0.0,0.0,0
7,206,0.0,0.0,0
7,207,0.0,0.0,0
7,208,0.0,0.0,0
7,209,0.0,0.0,0
7,210,0.0,0.0,0
7,211,0.0,0.0,0
7,212,0.0,0.0,0
7,213,0.0,0.0,0
7,214,0.0,0.0,0
7,215,0.0,0.0,0
7,216,0.0,0.0,0
7,217,0.0,0.0,0
7,218,0.0,0.0,0
7,219,0.0,0.0,0
7,220,0.0,0.0,0
7,221,0.0,0.0,0
7,222,0.0,0.0,0
7,223,0.0,0.0,0
7,224,0.0,0.0,0
7,301,0.0,0.0,0
7,302,0.0,0.0,0
7,303,0.0,0.0,0
7,304,0.0,0.0,0
7,305,0.0,0.0,0
7,306,0.0,0.0,0
7,307,0.0,0.0,0
7,308,0.0,0.0,0
7,309,0.0,0.0,0
7,310,0.0,0.0,0
7,311,0.0,0.0,0
7,312,0.0,0.0,0
7,313,0.0,0.0,0
7,314,0.0,0.0,0
7,315,0.0,0.0,0
7,316,0.0,0.0,0
7,317,0.0,0.0,0
7,318,0.0,0.0,0
7,319,0.0,0.0,0
7,320,0.0,0.0,0
7,321,0.0,0.0,0
7,322,0.0,0.0,0
7,323,0.0,0.0,0
7,324,0.0,0.0,0
7,325,0.0,0.0,0
8,101,0.0,0.0,0
8,102,0.0,0.0,0
8,103,0.0,0.0,0
8,104,0.0,0.0,0
8,105,0.0,0.0,0
8,106,0.0,0.0,0
8,107,0.0,0.0,0
8,108,0.0,0.0,0
8,109,0.0,0.0,0
8,110,0.0,0.0,0
8,111,0.0,0.0,0
8,112,0.0,0.0,0
8,113,0.0,0.0,0
8,114,0.0,0.0,0
8,115,0.0,0.0,0
8,116,0.0,0.0,0
8,117,0.0,0.0,0
8,118,0.0,0.0,0
8,119,0.0,0.0,0
8,120,0.0,0.0,0
8,121,0.0,0.0,0
8,122,0.0,0.0,0
8,123,0.0,0.0,0
8,124,0.0,0.0,0
8,201,0.0,0.0,0
8,202,0.0,0.0,0
8,203,0.0,0.0,0
8,204,0.0,0.0,0
8,205,0.0,0.0,0
8,206,0.0,0.0,0
8,207,0.0,0.0,0
8,208,0.0,0.0,0
8,209,0.0,0.0,0
8,210,0.0,0.0,0
8,211,0.0,0.0,0
8,212,0.0,0.0,0
8,213,0.0,0.0,0
8,214,0.0,0.0,0
8,215,0.0,0.0,0
8,216,0.0,0.0,0
8,217,0.0,0.0,0
8,218,0.0,0.0,0
8,219,0.0,0.0,0
8,220,0.0,0.0,0
8,221,0.0,0.0,0
8,222,0.0,0.0,0
8,223,0.0,0.0,0
8,224,0.0,0.0,0
8,301,0.0,0.0,0
8,302,0.0,0.0,0
8,303,0.0,0.0,0
8,304,0.0,0.0,0
8,305,0.0,0.0,0
8,306,0.0,0.0,0
8,307,0.0,0.0,0
8,308,0.0,0.0,0
8,309,0.0,0.0,0
8,310,0.0,0.0,0
8,311,0.0,0.0,0
8,312,0.0,0.0,0
8,313,0.0,0.0,0
8,314,0.0,0.0,0
8,315,0.0,0.0,0
8,316,0.0,0.0,0
8,317,0.0,0.0,0
8,318,0.0,0.0,0
8,319,0.0,0.0,0
8,320,0.0,0.0,0
8,321,0.0,0.0,0
8,322,0.0,0.0,0
8,323,0.0,0.0,0
8,324,0.0,0.0,0
8,325,0.0,0.0,0
9,101,0.0,0.0,0
9,102,0.0,0.0,0
9,103,0.0,0.0,0
9,104,0.0,0.0,0
9,105,0.0,0.0,0
9,106,0.0,0.0,0
9,107,0.0,0.0,0
9,108,0.0,0.0,0
9,109,0.0,0.0,0
9,110,0.0,0.0,0
9,111,0.0,0.0,0
9,112,0.0,0.0,0
9,113,0.0,0.0,0
9,114,0.0,0.0,0
9,115,0.0,0.0,0
9,116,0.0,0.0,0
9,117,0.0,0.0,0
9,118,0.0,0.0,0
9,119,0.0,0.0,0
9,120,0.0,0.0,0
9,121,0.0,0.0,0
9,122,0.0,0.0,0
9,123,0.0,0.0,0
9,124,0.0,0.0,0
9,201,0.0,0.0,0
9,202,0.0,0.0,0
9,203,0.0,0.0,0
9,204,0.0,0.0,0
9,205,0.0,0.0,0
9,206,0.0,0.0,0
9,207,0.0,0.0,0
9,208,0.0,0.0,0
9,209,0.0,0.0,0
9,210,0.0,0.0,0
9,211,0.0,0.0,0
9,212,0.0,0.0,0
9,213,0.0,0.0,0
9,214,0.0,0.0,0
9,215,0.0,0.0,0
9,216,0.0,0.0,0
9,217,0.0,0.0,0
9,218,0.0,0.0,0
9,219,0.0,0.0,0
9,220,0.0,0.0,0
9,221,0.0,0.0,0
9,222,0.0,0.0,0
9,223,0.0,0.0,0
9,224,0.0,0.0,0
9,301,0.0,0.0,0
9,302,0.0,0.0,0
9,303,0.0,0.0,0
9,304,0.0,0.0,0
9,305,0.0,0.0,0
9,306,0.0,0.0,0
9,307,0.0,0.0,0
9,308,0.0,0.0,0
9,309,0.0,0.0,0
9,310,0.0,0.0,0
9,311,0.0,0.0,0
9,312,0.0,0.0,0
9,313,0.0,0.0,0
9,314,0.0,0.0,0
9,315,0.0,0.0,0
9,316,0.0,0.0,0
9,317,0.0,0.0,0
9,318,0.0,0.0,0
9,319,0.0,0.0,0
9,320,0.0,0.0,0
9,321,0.0,0.0,0
9,322,0.0,0.0,0
9,323,0.0,0.0,0
9,324,0.0,0.0,0
9,325,0.0,0.0,0
10,101,0.0,0.0,0
10,102,0.0,0.0,0
10,103,0.0,0.0,0
10,104,0.0,0.0,0
10,105,0.0,0.0,0
10,106,0.0,0.0,0
10,107,0.0,0.0,0
10,108,0.0,0.0,0
10,109,0.0,0.0,0
10,110,0.0,0.0,0
10,111,0.0,0.0,0
10,112,0.0,0.0,0
10,113,0.0,0.0,0
10,114,0.0,0.0,0
10,115,0.0,0.0,0
10,116,0.0,0.0,0
10,117,0.0,0.0,0
10,118,0.0,0.0,0
10,119,0.0,0.0,0
10,120,0.0,0.0,0
10,121,0.0,0.0,0
10,122,0.0,0.0,0
10,123,0.0,0.0,0
10,124,0.0,0.0,0
10,201,0.0,0.0,0
10,202,0.0,0.0,0
10,203,0.0,0.0,0
10,204,0.0,0.0,0
10,205,0.0,0.0,0
10,206,0.0,0.0,0
10,207,0.0,0.0,0
10,208,0.0,0.0,0
10,209,0.0,0.0,0
10,210,0.0,0.0,0
10,211,0.0,0.0,0
10,212,0.0,0.0,0
10,213,0.0,0.0,0
10,214,0.0,0.0,0
10,215,0.0,0.0,0
10,216,0.0,0.0,0
10,217,0.0,0.0,0
10,218,0.0,0.0,0
10,219,0.0,0.0,0
10,220,0.0,0.0,0
10,221,0.0,0.0,0
10,222,0.0,0.0,0
10,223,0.0,0.0,0
10,224,0.0,0.0,0
10,301,0.0,0.0,0
10,302,0.0,0.0,0
10,303,0.0,0.0,0
10,304,0.0,0.0,0
10,305,0.0,0.0,0
10,306,0.0,0.0,0
10,307,0.0,0.0,0
10,308,0.0,0.0,0
10,309,0.0,0.0,0
10,310,0.0,0.0,0
10,311,0.0,0.0,0
10,312,0.0,0.0,0
10,313,0.0,0.0,0
10,314,0.0,0.0,0
10,315,0.0,0.0,0
10,316,0.0,0.0,0
10,317,0.0,0.0,0
10,318,0.0,0.0,0
10,319,0.0,0.0,0
10,320,0.0,0.0,0
10,321,0.0,0.0,0
10,322,0.0,0.0,0
10,323,0.0,0.0,0
10,324,0.0,0.0,0
10,325,0.0,0.0,0
11,101,0.0,0.0,0
11,102,0.0,0.0,0
11,103,0.0,0.0,0
11,104,0.0,0.0,0
11,105,0.0,0.0,0
11,106,0.0,0.0,0
11,107,0.0,0.0,0
11,108,0.0,0.0,0
11,109,0.0,0.0,0
11,110,0.0,0.0,0
11,111,0.0,0.0,0
11,112,0.0,0.0,0
11,113,0.0,0.0,0
11,114,0.0,0.0,0
11,115,0.0,0.0,0
11,116,0.0,0.0,0
11,117,0.0,0.0,0
11,118,0.0,0.0,0
11,119,0.0,0.0,0
11,120,0.0,0.0,0
11,121,0.0,0.0,0
11,122,0.0,0.0,0
11,123,0.0,0.0,0
11,124,0.0,0.0,0
11,201,0.0,0.0,0
11,202,0.0,0.0,0
11,203,0.0,0.0,0
11,204,0.0,0.0,0
11,205,0.0,0.0,0
11,206,0.0,0.0,0
11,207,0.0,0.0,0
11,208,0.0,0.0,0
11,209,0.0,0.0,0
11,210,0.0,0.0,0
11,211,0.0,0.0,0
11,212,0.0,0.0,0
11,213,0.0,0.0,0
11,214,0.0,0.0,0
11,215,0.0,0.0,0
11,216,0.0,0.0,0
11,217,0.0,0.0,0
11,218,0.0,0.0,0
11,219,0.0,0.0,0
11,220,0.0,0.0,0
11,221,0.0,0.0,0
11,222,0.0,0.0,0
11,223,0.0,0.0,0
11,224,0.0,0.0,0
11,301,0.0,0.0,0
