,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,15.951689,0.000000,0.000000
C1-2,20.797018,0.000000,0.000000
C1-3,-13.679029,0.000000,0.000000
C1-4,-8.353999,0.000000,0.000000
C1-5,4.141256,0.000000,0.000000
C1-6,12.444841,0.000000,0.000000
C1-7,0.798760,0.000000,0.000000
C1-8,18.525437,0.000000,0.000000
C1-9,20.602678,0.000000,0.000000
C1-10,20.283808,0.000000,0.000000
C1-11,22.923819,0.000000,0.000000
C1-12,22.721471,0.000000,0.000000
C1-13,43.066391,0.000000,0.000000
C1-14,45.600271,0.000000,0.000000
C1-15,35.810485,0.000000,0.000000
C1-16,44.666406,0.000000,0.000000
C1-17,47.530982,0.000000,0.000000
C1-18,50.245905,0.000000,0.000000
C1-19,50.431545,0.000000,0.000000
C1-20,37.204439,0.000000,0.000000
C1-21,31.100529,0.000000,0.000000
C1-22,47.108647,0.000000,0.000000
C1-23,24.439083,0.000000,0.000000
C1-24,23.823152,0.000000,0.000000
C2-1,-48.972681,0.000000,0.000000
C2-2,-58.596567,0.000000,0.000000
C2-3,-47.514174,0.000000,0.000000
C2-4,-54.930082,0.000000,0.000000
C2-5,-53.973111,0.000000,0.000000
C2-6,-40.584382,0.000000,0.000000
C2-7,-76.947133,0.000000,0.000000
C2-8,-58.894634,0.000000,0.000000
C2-9,-62.252621,0.000000,0.000000
C2-10,-60.403314,0.000000,0.000000
C2-11,-66.276704,0.000000,0.000000
C2-12,-66.215976,0.000000,0.000000
C2-13,-51.839922,0.000000,0.000000
C2-14,-60.228943,0.000000,0.000000
C2-15,-102.714029,0.000000,0.000000
C2-16,-124.066020,0.000000,0.000000
C2-17,-131.229036,0.000000,0.000000
C2-18,-136.389292,0.000000,0.000000
C2-19,-137.157948,0.000000,0.000000
C2-20,-110.019030,0.000000,0.000000
C2-21,-94.081534,0.000000,0.000000
C2-22,-61.867118,0.000000,0.000000
C2-23,-67.057277,0.000000,0.000000
C2-24,-67.818003,0.000000,0.000000
C3-1,-10.199507,0.000000,0.000000
C3-2,-4.054295,0.000000,0.000000
C3-3,-29.755232,0.000000,0.000000
C3-4,-27.271440,0.000000,0.000000
C3-5,-17.450502,0.000000,0.000000
C3-6,-12.142648,0.000000,0.000000
C3-7,-15.210058,0.000000,0.000000
C3-8,-3.210050,0.000000,0.000000
C3-9,-4.320952,0.000000,0.000000
C3-10,-8.020956,0.000000,0.000000
C3-11,-6.717979,0.000000,0.000000
C3-12,-7.806349,0.000000,0.000000
C3-13,6.140187,0.000000,0.000000
C3-14,11.226584,0.000000,0.000000
C3-15,12.681463,0.000000,0.000000
C3-16,25.109199,0.000000,0.000000
C3-17,29.954302,0.000000,0.000000
C3-18,33.287961,0.000000,0.000000
C3-19,33.016818,0.000000,0.000000
C3-20,15.175869,0.000000,0.000000
C3-21,7.323934,0.000000,0.000000
C3-22,12.740122,0.000000,0.000000
C3-23,-5.283103,0.000000,0.000000
C3-24,-0.609388,0.000000,0.000000
C4-1,-18.249136,0.000000,0.000000
C4-2,-16.007854,0.000000,0.000000
C4-3,-33.936452,0.000000,0.000000
C4-4,-29.632816,0.000000,0.000000
C4-5,-23.410983,0.000000,0.000000
C4-6,-17.762057,0.000000,0.000000
C4-7,-29.002399,0.000000,0.000000
C4-8,-20.661415,0.000000,0.000000
C4-9,-20.036915,0.000000,0.000000
C4-10,-19.954594,0.000000,0.000000
C4-11,-19.937938,0.000000,0.000000
C4-12,-20.604166,0.000000,0.000000
C4-13,-9.966652,0.000000,0.000000
C4-14,-11.518672,0.000000,0.000000
C4-15,-23.642960,0.000000,0.000000
C4-16,-22.861500,0.000000,0.000000
C4-17,-22.619507,0.000000,0.000000
C4-18,-21.169458,0.000000,0.000000
C4-19,-21.619322,0.000000,0.000000
C4-20,-27.202265,0.000000,0.000000
C4-21,-26.346486,0.000000,0.000000
C4-22,-9.615260,0.000000,0.000000
C4-23,-17.208780,0.000000,0.000000
C4-24,-17.846286,0.000000,0.000000
C5-1,-4.617588,0.000000,0.000000
C5-2,-0.786080,0.000000,0.000000
C5-3,-16.520336,0.000000,0.000000
C5-4,-15.146049,0.000000,0.000000
C5-5,-9.102776,0.000000,0.000000
C5-6,-5.972476,0.000000,0.000000
C5-7,-7.344839,0.000000,0.000000
C5-8,0.046232,0.000000,0.000000
C5-9,-0.649082,0.000000,0.000000
C5-10,-2.998865,0.000000,0.000000
C5-11,-2.109296,0.000000,0.000000
C5-12,-2.750130,0.000000,0.000000
C5-13,5.760502,0.000000,0.000000
C5-14,9.155957,0.000000,0.000000
C5-15,10.753982,0.000000,0.000000
C5-16,18.767071,0.000000,0.000000
C5-17,21.880638,0.000000,0.000000
C5-18,23.943360,0.000000,0.000000
C5-19,23.811702,0.000000,0.000000
C5-20,12.638593,0.000000,0.000000
