,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,38.661384,0.000000,0.000000
C1-2,-15.385125,0.000000,0.000000
C1-3,49.011877,0.000000,0.000000
C1-4,48.350780,0.000000,0.000000
C1-5,27.530935,0.000000,0.000000
C1-6,27.221108,0.000000,0.000000
C1-7,48.947743,0.000000,0.000000
C1-8,49.299789,0.000000,0.000000
C1-9,50.215638,0.000000,0.000000
C1-10,51.006830,0.000000,0.000000
C1-11,51.457764,0.000000,0.000000
C1-12,48.206299,0.000000,0.000000
C1-13,54.763695,0.000000,0.000000
C1-14,61.729156,0.000000,0.000000
C1-15,57.428562,0.000000,0.000000
C1-16,51.989850,0.000000,0.000000
C1-17,61.985998,0.000000,0.000000
C1-18,51.496222,0.000000,0.000000
C1-19,52.038398,0.000000,0.000000
C1-20,56.425178,0.000000,0.000000
C1-21,51.046898,0.000000,0.000000
C1-22,50.262428,0.000000,0.000000
C1-23,50.765650,0.000000,0.000000
C1-24,50.114593,0.000000,0.000000
C2-1,-120.163538,0.000000,0.000000
C2-2,-33.453003,0.000000,0.000000
C2-3,-110.082594,0.000000,0.000000
C2-4,-115.264078,0.000000,0.000000
C2-5,-132.040927,0.000000,0.000000
C2-6,-139.983910,0.000000,0.000000
C2-7,-121.836922,0.000000,0.000000
C2-8,-132.464062,0.000000,0.000000
C2-9,-136.626515,0.000000,0.000000
C2-10,-139.586817,0.000000,0.000000
C2-11,-141.255868,0.000000,0.000000
C2-12,-132.053641,0.000000,0.000000
C2-13,-89.899090,0.000000,0.000000
C2-14,-103.910763,0.000000,0.000000
C2-15,-137.495599,0.000000,0.000000
C2-16,-141.710727,0.000000,0.000000
C2-17,-132.006584,0.000000,0.000000
C2-18,-138.552905,0.000000,0.000000
C2-19,-142.442051,0.000000,0.000000
C2-20,-138.205244,0.000000,0.000000
C2-21,-139.539615,0.000000,0.000000
C2-22,-135.770582,0.000000,0.000000
C2-23,-120.797181,0.000000,0.000000
C2-24,-115.493295,0.000000,0.000000
C3-1,13.006890,0.000000,0.000000
C3-2,-41.512393,0.000000,0.000000
C3-3,22.035602,0.000000,0.000000
C3-4,27.878183,0.000000,0.000000
C3-5,14.518218,0.000000,0.000000
C3-6,20.652710,0.000000,0.000000
C3-7,29.532013,0.000000,0.000000
C3-8,34.665064,0.000000,0.000000
C3-9,33.555451,0.000000,0.000000
C3-10,32.205421,0.000000,0.000000
C3-11,31.424804,0.000000,0.000000
C3-12,26.312692,0.000000,0.000000
C3-13,25.292940,0.000000,0.000000
C3-14,31.946238,0.000000,0.000000
C3-15,32.271906,0.000000,0.000000
C3-16,29.570925,0.000000,0.000000
C3-17,35.386949,0.000000,0.000000
C3-18,29.605876,0.000000,0.000000
C3-19,29.826621,0.000000,0.000000
C3-20,33.791570,0.000000,0.000000
C3-21,32.015653,0.000000,0.000000
C3-22,32.840644,0.000000,0.000000
C3-23,21.600655,0.000000,0.000000
C3-24,20.945295,0.000000,0.000000
C4-1,-8.987526,0.000000,0.000000
C4-2,-27.115647,0.000000,0.000000
C4-3,-1.328919,0.000000,0.000000
C4-4,-6.021723,0.000000,0.000000
C4-5,-19.789110,0.000000,0.000000
C4-6,-26.372149,0.000000,0.000000
C4-7,-10.728395,0.000000,0.000000
C4-8,-18.870547,0.000000,0.000000
C4-9,-21.384308,0.000000,0.000000
C4-10,-23.050668,0.000000,0.000000
C4-11,-23.985969,0.000000,0.000000
C4-12,-24.935767,0.000000,0.000000
C4-13,-17.733802,0.000000,0.000000
C4-14,-15.314734,0.000000,0.000000
C4-15,-20.275478,0.000000,0.000000
C4-16,-23.885629,0.000000,0.000000
C4-17,-16.033278,0.000000,0.000000
C4-18,-21.803931,0.000000,0.000000
C4-19,-24.424831,0.000000,0.000000
C4-20,-21.226491,0.000000,0.000000
C4-21,-22.978362,0.000000,0.000000
C4-22,-20.663286,0.000000,0.000000
C4-23,-8.323706,0.000000,0.000000
C4-24,-4.672718,0.000000,0.000000
C5-1,9.904525,0.000000,0.000000
C5-2,-24.510225,0.000000,0.000000
C5-3,15.281479,0.000000,0.000000
C5-4,19.313186,0.000000,0.000000
C5-5,11.401507,0.000000,0.000000
C5-6,15.772156,0.000000,0.000000
C5-7,20.734981,0.000000,0.000000
C5-8,24.610861,0.000000,0.000000
C5-9,24.127943,0.000000,0.000000
C5-10,23.424787,0.000000,0.000000
C5-11,23.015862,0.000000,0.000000
C5-12,19.778258,0.000000,0.000000
C5-13,18.750107,0.000000,0.000000
C5-14,22.943605,0.000000,0.000000
C5-15,23.419637,0.000000,0.000000
C5-16,21.851911,0.000000,0.000000
C5-17,25.177137,0.000000,0.000000
C5-18,21.700818,0.000000,0.000000
C5-19,22.056078,0.000000,0.000000
C5-20,24.425949,0.000000,0.000000
C5-21,23.300490,0.000000,0.000000
C5-22,23.622488,0.000000,0.000000
C5-23,15.591254,0.000000,0.000000
C5-24,14.879529,0.000000,0.000000
C6-1,175.000000,0.000000,0.000000
C6-2,-19.293033,0.000000,0.000000
C6-3,175.000000,0.000000,0.000000
C6-4,175.000000,0.000000,0.000000
C6-5,175.000000,0.000000,0.000000
C6-6,175.000000,0.000000,0.000000
C6-7,175.000000,0.000000,0.000000
C6-8,175.000000,0.000000,36.682861
C6-9,175.000000,0.000000,36.682861
C6-10,175.000000,0.000000,57.218865
C6-11,175.000000,0.000000,59.937878
C6-12,155.833181,0.000000,0.000000
C6-13,95.584557,0.000000,0.000000
C6-14,125.708805,0.000000,0.000000
C6-15,175.000000,0.000000,49.512443
C6-16,175.000000,0.000000,62.388963
C6-17,175.000000,0.000000,64.480468
C6-18,175.000000,0.000000,62.388963
C6-19,175.000000,0.000000,62.388963
C6-20,175.000000,0.000000,64.480468
C6-21,175.000000,0.000000,36.682861
C6-22,175.000000,0.000000,0.000000
C6-23,175.000000,0.000000,0.000000
C6-24,175.000000,0.000000,0.000000
C7-1,171.141348,0.000000,0.000000
C7-2,4.802934,0.000000,0.000000
C7-3,185.245280,0.000000,0.000000
C7-4,198.781687,0.000000,0.000000
C7-5,181.728632,0.000000,0.000000
C7-6,52.375552,0.000000,0.000000
C7-7,46.215002,0.000000,0.000000
C7-8,75.325426,0.000000,0.000000
C7-9,85.462264,0.000000,0.000000
C7-10,111.787153,0.000000,0.000000
C7-11,130.774750,0.000000,0.000000
C7-12,48.095887,0.000000,0.000000
C7-13,-46.479406,0.000000,0.000000
C7-14,-0.953516,0.000000,0.000000
C7-15,99.012123,0.000000,0.000000
C7-16,128.665712,0.000000,0.000000
C7-17,134.629895,0.000000,0.000000
C7-18,124.872862,0.000000,0.000000
C7-19,131.587005,0.000000,0.000000
C7-20,148.275716,0.000000,0.000000
C7-21,74.222709,0.000000,0.000000
C7-22,38.961692,0.000000,0.000000
C7-23,119.893569,0.000000,0.000000
C7-24,153.672333,0.000000,0.000000
C8-1,-37.782211,0.000000,0.000000
C8-2,-54.763227,0.000000,0.000000
C8-3,-28.075202,0.000000,0.000000
C8-4,-32.768006,0.000000,0.000000
C8-5,-47.190882,0.000000,0.000000
C8-6,-55.225360,0.000000,0.000000
C8-7,-40.436083,0.000000,0.000000
C8-8,-52.101487,0.000000,0.000000
C8-9,-57.600062,0.000000,0.000000
C8-10,-61.677684,0.000000,0.000000
C8-11,-63.982489,0.000000,0.000000
C8-12,-65.646302,0.000000,0.000000
C8-13,-58.736966,0.000000,0.000000
C8-14,-56.587116,0.000000,0.000000
C8-15,-61.688322,0.000000,0.000000
C8-16,-65.099485,0.000000,0.000000
C8-17,-56.345837,0.000000,0.000000
C8-18,-61.168373,0.000000,0.000000
C8-19,-65.931316,0.000000,0.000000
C8-20,-61.831679,0.000000,0.000000
C8-21,-61.675610,0.000000,0.000000
C8-22,-56.750284,0.000000,0.000000
C8-23,-41.507825,0.000000,0.000000
C8-24,-35.117830,0.000000,0.000000
C9-1,-14.620443,0.000000,0.000000
C9-2,-68.039125,0.000000,0.000000
C9-3,-3.626372,0.000000,0.000000
C9-4,2.216209,0.000000,0.000000
C9-5,-11.772671,0.000000,0.000000
C9-6,-7.030776,0.000000,0.000000
C9-7,1.028691,0.000000,0.000000
C9-8,2.781325,0.000000,0.000000
C9-9,-1.192097,0.000000,0.000000
C9-10,-4.855635,0.000000,0.000000
C9-11,-6.950235,0.000000,0.000000
C9-12,-12.747415,0.000000,0.000000
C9-13,-14.047933,0.000000,0.000000
C9-14,-7.652939,0.000000,0.000000
C9-15,-7.462039,0.000000,0.000000
C9-16,-9.972100,0.000000,0.000000
C9-17,-3.291317,0.000000,0.000000
C9-18,-8.162710,0.000000,0.000000
C9-19,-9.997169,0.000000,0.000000
C9-20,-5.167462,0.000000,0.000000
C9-21,-5.112787,0.000000,0.000000
C9-22,-1.783368,0.000000,0.000000
C9-23,-10.238162,0.000000,0.000000
C9-24,-8.265556,0.000000,0.000000
C10-1,-43.015437,0.000000,0.000000
C10-2,-75.321993,0.000000,0.000000
C10-3,-33.873851,0.000000,0.000000
C10-4,-29.842144,0.000000,0.000000
C10-5,-38.958506,0.000000,0.000000
C10-6,-37.255367,0.000000,0.000000
C10-7,-33.862931,0.000000,0.000000
C10-8,-36.462217,0.000000,0.000000
C10-9,-42.430741,0.000000,0.000000
C10-10,-47.565406,0.000000,0.000000
C10-11,-50.491256,0.000000,0.000000
C10-12,-55.041103,0.000000,0.000000
C10-13,-56.607058,0.000000,0.000000
C10-14,-52.908341,0.000000,0.000000
C10-15,-52.690454,0.000000,0.000000
C10-16,-53.892474,0.000000,0.000000
C10-17,-48.910810,0.000000,0.000000
C10-18,-50.644642,0.000000,0.000000
C10-19,-54.226111,0.000000,0.000000
C10-20,-50.199802,0.000000,0.000000
C10-21,-47.818776,0.000000,0.000000
C10-22,-42.699562,0.000000,0.000000
C10-23,-45.395776,0.000000,0.000000
C10-24,-41.073651,0.000000,0.000000
C11-1,-48.639671,0.000000,0.000000
C11-2,-46.701993,0.000000,0.000000
C11-3,-45.179532,0.000000,0.000000
C11-4,-45.179532,0.000000,0.000000
C11-5,-46.286776,0.000000,0.000000
C11-6,-48.738532,0.000000,0.000000
C11-7,-50.181904,0.000000,0.000000
C11-8,-56.133344,0.000000,0.000000
C11-9,-61.175261,0.000000,0.000000
C11-10,-43.909452,0.000000,0.000000
C11-11,13.725376,0.000000,0.000000
C11-12,-68.767795,0.000000,0.000000
C11-13,-69.262101,0.000000,0.000000
C11-14,-69.716862,0.000000,0.000000
C11-15,-1.011298,0.000000,0.000000
C11-16,18.381999,0.000000,0.000000
C11-17,19.904461,0.000000,0.000000
C11-18,21.506011,0.000000,0.000000
C11-19,17.887694,0.000000,0.000000
C11-20,19.410155,0.000000,0.000000
C11-21,-65.366972,0.000000,0.000000
C11-22,-60.957767,0.000000,0.000000
C11-23,-56.054255,0.000000,0.000000
C11-24,-51.427555,0.000000,0.000000
C12-1-1,-38.179122,0.000000,0.000000
C12-1-2,-54.805639,0.000000,0.000000
C12-1-3,-42.148823,0.000000,0.000000
C12-1-4,-55.978225,0.000000,0.000000
C12-1-5,-55.373813,0.000000,0.000000
C12-1-6,-87.549989,0.000000,0.000000
C12-1-7,-82.092152,0.000000,0.000000
C12-1-8,-97.723104,0.000000,0.000000
C12-1-9,-105.008792,0.000000,0.000000
C12-1-10,-99.729993,0.000000,0.000000
C12-1-11,-72.802465,0.000000,0.000000
C12-1-12,-113.039178,0.000000,0.000000
C12-1-13,-107.787622,0.000000,0.000000
C12-1-14,-109.841112,0.000000,0.000000
C12-1-15,-79.484648,0.000000,0.000000
C12-1-16,-70.888159,0.000000,0.000000
C12-1-17,-66.160404,0.000000,0.000000
C12-1-18,-65.661744,0.000000,0.000000
C12-1-19,-72.000197,0.000000,0.000000
C12-1-20,-69.797810,0.000000,0.000000
C12-1-21,-110.392265,0.000000,0.000000
C12-1-22,-103.128878,0.000000,0.000000
C12-1-23,-66.357792,0.000000,0.000000
C12-1-24,-74.820729,0.000000,0.000000
C13-2-1,-11.824619,0.000000,0.000000
C13-2-2,-55.784680,0.000000,0.000000
C13-2-3,-18.171049,0.000000,0.000000
C13-2-4,-19.248573,0.000000,0.000000
C13-2-5,-11.533273,0.000000,0.000000
C13-2-6,-27.862855,0.000000,0.000000
C13-2-7,-36.738598,0.000000,0.000000
C13-2-8,-35.200655,0.000000,0.000000
C13-2-9,-39.854226,0.000000,0.000000
C13-2-10,-33.439186,0.000000,0.000000
C13-2-11,-5.896550,0.000000,0.000000
C13-2-12,-49.802960,0.000000,0.000000
C13-2-13,-56.225032,0.000000,0.000000
