,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,-2.406720,0.000000,0.000000
C1-2,-32.167507,0.000000,0.000000
C1-3,48.091820,0.000000,0.000000
C1-4,14.059113,0.000000,0.000000
C1-5,-5.123736,0.000000,0.000000
C1-6,-5.017302,0.000000,0.000000
C1-7,48.969096,0.000000,0.000000
C1-8,50.437378,0.000000,0.000000
C1-9,50.934107,0.000000,0.000000
C1-10,51.669526,0.000000,0.000000
C1-11,52.155274,0.000000,0.000000
C1-12,52.426712,0.000000,0.000000
C1-13,52.413976,0.000000,0.000000
C1-14,52.479105,0.000000,0.000000
C1-15,73.133275,0.000000,0.000000
C1-16,51.944386,0.000000,0.000000
C1-17,51.792731,0.000000,0.000000
C1-18,72.779537,0.000000,0.000000
C1-19,52.822513,0.000000,0.000000
C1-20,52.918425,0.000000,0.000000
C1-21,73.106859,0.000000,0.000000
C1-22,46.255648,0.000000,0.000000
C1-23,8.070395,0.000000,0.000000
C1-24,50.278412,0.000000,0.000000
C2-1,-78.978760,0.000000,0.000000
C2-2,-13.342007,0.000000,0.000000
C2-3,-124.053621,0.000000,0.000000
C2-4,-74.902287,0.000000,0.000000
C2-5,-13.956290,0.000000,0.000000
C2-6,-61.944908,0.000000,0.000000
C2-7,-132.031773,0.000000,0.000000
C2-8,-132.798351,0.000000,0.000000
C2-9,-139.356287,0.000000,0.000000
C2-10,-141.819791,0.000000,0.000000
C2-11,-143.705185,0.000000,0.000000
C2-12,-144.824264,0.000000,0.000000
C2-13,-144.746189,0.000000,0.000000
C2-14,-144.902825,0.000000,0.000000
C2-15,-130.136060,0.000000,0.000000
C2-16,-143.089937,0.000000,0.000000
C2-17,-142.499646,0.000000,0.000000
C2-18,-128.950456,0.000000,0.000000
C2-19,-146.302806,0.000000,0.000000
C2-20,-146.662899,0.000000,0.000000
C2-21,-130.031790,0.000000,0.000000
C2-22,-128.663925,0.000000,0.000000
C2-23,-46.582500,0.000000,0.000000
C2-24,-122.214464,0.000000,0.000000
C3-1,-12.040018,0.000000,0.000000
C3-2,-46.617660,0.000000,0.000000
C3-3,34.330038,0.000000,0.000000
C3-4,-7.037095,0.000000,0.000000
C3-5,-22.739652,0.000000,0.000000
C3-6,-26.565787,0.000000,0.000000
C3-7,35.725126,0.000000,0.000000
C3-8,30.308457,0.000000,0.000000
C3-9,32.355113,0.000000,0.000000
C3-10,30.922805,0.000000,0.000000
C3-11,30.135802,0.000000,0.000000
C3-12,29.736370,0.000000,0.000000
C3-13,29.739363,0.000000,0.000000
C3-14,29.574622,0.000000,0.000000
C3-15,44.837015,0.000000,0.000000
C3-16,30.602684,0.000000,0.000000
C3-17,30.847377,0.000000,0.000000
C3-18,45.525554,0.000000,0.000000
C3-19,29.059540,0.000000,0.000000
C3-20,28.896640,0.000000,0.000000
C3-21,44.878743,0.000000,0.000000
C3-22,24.837888,0.000000,0.000000
C3-23,-13.659993,0.000000,0.000000
C3-24,24.427668,0.000000,0.000000
C4-1,-36.564378,0.000000,0.000000
C4-2,-43.064607,0.000000,0.000000
C4-3,-13.233554,0.000000,0.000000
C4-4,-20.646769,0.000000,0.000000
C4-5,-30.552767,0.000000,0.000000
C4-6,-29.486521,0.000000,0.000000
C4-7,-18.813994,0.000000,0.000000
C4-8,-18.148708,0.000000,0.000000
C4-9,-22.930547,0.000000,0.000000
C4-10,-24.250408,0.000000,0.000000
C4-11,-25.327463,0.000000,0.000000
C4-12,-25.981404,0.000000,0.000000
C4-13,-25.930396,0.000000,0.000000
C4-14,-25.998369,0.000000,0.000000
C4-15,-13.972675,0.000000,0.000000
C4-16,-25.021465,0.000000,0.000000
C4-17,-24.683884,0.000000,0.000000
C4-18,-13.337298,0.000000,0.000000
C4-19,-26.813126,0.000000,0.000000
C4-20,-27.016108,0.000000,0.000000
C4-21,-13.912720,0.000000,0.000000
C4-22,-24.190539,0.000000,0.000000
C4-23,-32.911092,0.000000,0.000000
C4-24,-9.873322,0.000000,0.000000
C5-1,-4.844873,0.000000,0.000000
C5-2,-26.939344,0.000000,0.000000
C5-3,23.933884,0.000000,0.000000
C5-4,-2.486146,0.000000,0.000000
C5-5,-12.131235,0.000000,0.000000
C5-6,-14.625372,0.000000,0.000000
C5-7,25.266956,0.000000,0.000000
C5-8,21.835216,0.000000,0.000000
C5-9,23.508121,0.000000,0.000000
C5-10,22.724901,0.000000,0.000000
C5-11,22.323768,0.000000,0.000000
C5-12,22.129090,0.000000,0.000000
C5-13,22.126719,0.000000,0.000000
C5-14,22.029673,0.000000,0.000000
C5-15,31.271878,0.000000,0.000000
C5-16,22.589388,0.000000,0.000000
C5-17,22.713882,0.000000,0.000000
C5-18,31.648313,0.000000,0.000000
C5-19,21.776259,0.000000,0.000000
C5-20,21.691573,0.000000,0.000000
C5-21,31.292910,0.000000,0.000000
C5-22,18.739449,0.000000,0.000000
C5-23,-5.876786,0.000000,0.000000
C5-24,17.482168,0.000000,0.000000
C6-1,42.772975,0.000000,0.000000
C6-2,-88.950060,0.000000,0.000000
C6-3,175.000000,0.000000,0.000000
C6-4,69.588095,0.000000,0.000000
C6-5,-60.207424,0.000000,0.000000
C6-6,25.940961,0.000000,0.000000
C6-7,175.000000,0.000000,0.000000
C6-8,175.000000,0.000000,0.000000
C6-9,175.000000,0.000000,36.682861
C6-10,175.000000,0.000000,33.871519
C6-11,175.000000,0.000000,33.871519
C6-12,175.000000,0.000000,33.871519
C6-13,175.000000,0.000000,33.871519
C6-14,175.000000,0.000000,36.682861
C6-15,175.000000,0.000000,36.682861
C6-16,175.000000,0.000000,36.682861
C6-17,175.000000,0.000000,36.682861
C6-18,175.000000,0.000000,36.682861
C6-19,175.000000,0.000000,36.682861
C6-20,175.000000,0.000000,36.682861
C6-21,175.000000,0.000000,36.682861
C6-22,152.144785,0.000000,0.000000
C6-23,-11.582472,0.000000,0.000000
C6-24,175.000000,0.000000,0.000000
C7-1,125.673084,0.000000,0.000000
C7-2,-44.603906,0.000000,0.000000
C7-3,243.956398,0.000000,0.000000
C7-4,-123.597137,0.000000,0.000000
C7-5,-23.448328,0.000000,0.000000
