,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,46.446953,0.000000,0.000000
C1-2,17.209968,0.000000,0.000000
C1-3,25.485649,0.000000,0.000000
C1-4,24.793497,0.000000,0.000000
C1-5,18.820632,0.000000,0.000000
C1-6,47.128692,0.000000,0.000000
C1-7,29.850559,0.000000,0.000000
C1-8,40.968373,0.000000,0.000000
C1-9,53.072100,0.000000,0.000000
C1-10,53.791105,0.000000,0.000000
C1-11,58.226550,0.000000,0.000000
C1-12,71.919142,0.000000,0.000000
C1-13,77.025656,0.000000,0.000000
C1-14,77.444090,0.000000,0.000000
C1-15,58.023212,0.000000,0.000000
C1-16,56.840934,0.000000,0.000000
C1-17,56.356935,0.000000,0.000000
C1-18,55.420372,0.000000,0.000000
C1-19,54.498002,0.000000,0.000000
C1-20,54.084297,0.000000,0.000000
C1-21,53.512602,0.000000,0.000000
C1-22,52.178269,0.000000,0.000000
C1-23,50.700065,0.000000,0.000000
C1-24,49.844321,0.000000,0.000000
C2-1,-110.186386,0.000000,0.000000
C2-2,-106.398263,0.000000,0.000000
C2-3,-68.044303,0.000000,0.000000
C2-4,-67.361406,0.000000,0.000000
C2-5,-112.888972,0.000000,0.000000
C2-6,-120.397148,0.000000,0.000000
C2-7,-142.189683,0.000000,0.000000
C2-8,-141.662994,0.000000,0.000000
C2-9,-141.011148,0.000000,0.000000
C2-10,-150.051876,0.000000,0.000000
C2-11,-151.244560,0.000000,0.000000
C2-12,-145.647375,0.000000,0.000000
C2-13,-144.546433,0.000000,0.000000
C2-14,-146.114430,0.000000,0.000000
C2-15,-160.318304,0.000000,0.000000
C2-16,-161.148459,0.000000,0.000000
C2-17,-159.427247,0.000000,0.000000
C2-18,-155.916345,0.000000,0.000000
C2-19,-152.605515,0.000000,0.000000
C2-20,-151.000452,0.000000,0.000000
C2-21,-148.498972,0.000000,0.000000
C2-22,-143.747323,0.000000,0.000000
C2-23,-137.855166,0.000000,0.000000
C2-24,-132.643478,0.000000,0.000000
C3-1,19.903938,0.000000,0.000000
C3-2,-2.580133,0.000000,0.000000
C3-3,2.191049,0.000000,0.000000
C3-4,2.012389,0.000000,0.000000
C3-5,2.077831,0.000000,0.000000
C3-6,28.322553,0.000000,0.000000
C3-7,11.465349,0.000000,0.000000
C3-8,16.995308,0.000000,0.000000
C3-9,24.799535,0.000000,0.000000
C3-10,27.483802,0.000000,0.000000
C3-11,27.574746,0.000000,0.000000
C3-12,35.976491,0.000000,0.000000
C3-13,38.100973,0.000000,0.000000
C3-14,37.388467,0.000000,0.000000
C3-15,22.970643,0.000000,0.000000
C3-16,22.086076,0.000000,0.000000
C3-17,22.967180,0.000000,0.000000
C3-18,24.561143,0.000000,0.000000
C3-19,26.221402,0.000000,0.000000
C3-20,26.892112,0.000000,0.000000
C3-21,27.644390,0.000000,0.000000
C3-22,30.069528,0.000000,0.000000
C3-23,32.369274,0.000000,0.000000
C3-24,32.591628,0.000000,0.000000
C4-1,-7.249408,0.000000,0.000000
C4-2,-20.718301,0.000000,0.000000
C4-3,-13.884044,0.000000,0.000000
C4-4,-14.675192,0.000000,0.000000
C4-5,-22.419708,0.000000,0.000000
C4-6,-13.367086,0.000000,0.000000
C4-7,-25.842872,0.000000,0.000000
C4-8,-24.075206,0.000000,0.000000
C4-9,-22.389986,0.000000,0.000000
C4-10,-28.952491,0.000000,0.000000
C4-11,-28.872057,0.000000,0.000000
C4-12,-23.524821,0.000000,0.000000
C4-13,-22.048745,0.000000,0.000000
C4-14,-22.931931,0.000000,0.000000
C4-15,-34.449707,0.000000,0.000000
C4-16,-35.125794,0.000000,0.000000
C4-17,-34.177733,0.000000,0.000000
C4-18,-32.199889,0.000000,0.000000
C4-19,-30.368765,0.000000,0.000000
C4-20,-29.452009,0.000000,0.000000
C4-21,-27.959827,0.000000,0.000000
C4-22,-25.340997,0.000000,0.000000
C4-23,-21.940448,0.000000,0.000000
C4-24,-18.540446,0.000000,0.000000
C5-1,14.325592,0.000000,0.000000
C5-2,0.414034,0.000000,0.000000
C5-3,3.113604,0.000000,0.000000
C5-4,3.043823,0.000000,0.000000
C5-5,3.526642,0.000000,0.000000
C5-6,20.127698,0.000000,0.000000
C5-7,10.001246,0.000000,0.000000
C5-8,13.643705,0.000000,0.000000
C5-9,18.753449,0.000000,0.000000
C5-10,20.971689,0.000000,0.000000
C5-11,21.137993,0.000000,0.000000
C5-12,26.384014,0.000000,0.000000
C5-13,27.743652,0.000000,0.000000
C5-14,27.372857,0.000000,0.000000
C5-15,18.656564,0.000000,0.000000
C5-16,18.119685,0.000000,0.000000
C5-17,18.590189,0.000000,0.000000
C5-18,19.419533,0.000000,0.000000
C5-19,20.302388,0.000000,0.000000
C5-20,20.644342,0.000000,0.000000
C5-21,20.989354,0.000000,0.000000
C5-22,22.283580,0.000000,0.000000
C5-23,23.434724,0.000000,0.000000
C5-24,23.290967,0.000000,0.000000
C6-1,160.515014,0.000000,0.000000
C6-2,125.450909,0.000000,0.000000
C6-3,72.524095,0.000000,0.000000
C6-4,69.583529,0.000000,0.000000
C6-5,133.713419,0.000000,0.000000
C6-6,166.159591,0.000000,0.000000
C6-7,175.000000,0.000000,0.000000
C6-8,175.000000,0.000000,0.000000
C6-9,175.000000,0.000000,36.682861
C6-10,175.000000,0.000000,64.517839
C6-11,175.000000,0.000000,68.375744
C6-12,175.000000,0.000000,68.375744
C6-13,175.000000,0.000000,68.375744
C6-14,175.000000,0.000000,68.375744
C6-15,175.000000,0.000000,68.375744
C6-16,175.000000,0.000000,68.375744
C6-17,175.000000,0.000000,68.375744
C6-18,175.000000,0.000000,68.375744
C6-19,175.000000,0.000000,64.517839
C6-20,175.000000,0.000000,62.388963
C6-21,175.000000,0.000000,62.388963
C6-22,175.000000,0.000000,36.682861
C6-23,175.000000,0.000000,36.682861
C6-24,175.000000,0.000000,0.000000
C7-1,41.214441,0.000000,0.000000
C7-2,17.711782,0.000000,0.000000
C7-3,-45.839407,0.000000,0.000000
C7-4,-51.441258,0.000000,0.000000
C7-5,-20.803239,0.000000,0.000000
C7-6,65.825089,0.000000,0.000000
C7-7,39.349615,0.000000,0.000000
C7-8,43.672244,0.000000,0.000000
C7-9,59.309945,0.000000,0.000000
C7-10,91.561952,0.000000,0.000000
C7-11,60.933248,0.000000,0.000000
C7-12,52.774713,0.000000,0.000000
C7-13,54.515529,0.000000,0.000000
C7-14,53.777309,0.000000,0.000000
C7-15,39.465965,0.000000,0.000000
C7-16,36.710566,0.000000,0.000000
C7-17,43.994926,0.000000,0.000000
C7-18,50.628446,0.000000,0.000000
C7-19,69.653107,0.000000,0.000000
C7-20,69.577319,0.000000,0.000000
C7-21,73.416001,0.000000,0.000000
C7-22,57.962946,0.000000,0.000000
C7-23,53.821349,0.000000,0.000000
C7-24,82.104131,0.000000,0.000000
C8-1,-37.284840,0.000000,0.000000
C8-2,-49.337409,0.000000,0.000000
C8-3,-41.543329,0.000000,0.000000
C8-4,-42.463234,0.000000,0.000000
C8-5,-51.190983,0.000000,0.000000
C8-6,-44.163353,0.000000,0.000000
C8-7,-60.700829,0.000000,0.000000
C8-8,-63.287480,0.000000,0.000000
C8-9,-65.652244,0.000000,0.000000
C8-10,-76.077452,0.000000,0.000000
C8-11,-79.192525,0.000000,0.000000
C8-12,-76.209731,0.000000,0.000000
C8-13,-76.466018,0.000000,0.000000
C8-14,-78.625066,0.000000,0.000000
C8-15,-90.763215,0.000000,0.000000
C8-16,-91.462712,0.000000,0.000000
C8-17,-89.063212,0.000000,0.000000
C8-18,-84.229310,0.000000,0.000000
C8-19,-79.624064,0.000000,0.000000
C8-20,-77.431446,0.000000,0.000000
