,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,48.471434,0.000000,0.000000
C1-2,47.717280,0.000000,0.000000
C1-3,47.024539,0.000000,0.000000
C1-4,46.330398,0.000000,0.000000
C1-5,46.282803,0.000000,0.000000
C1-6,46.500973,0.000000,0.000000
C1-7,46.511743,0.000000,0.000000
C1-8,46.895754,0.000000,0.000000
C1-9,47.936088,0.000000,0.000000
C1-10,48.697126,0.000000,0.000000
C1-11,28.767039,0.000000,0.000000
C1-12,67.287454,0.000000,0.000000
C1-13,49.777922,0.000000,0.000000
C1-14,49.900104,0.000000,0.000000
C1-15,49.894428,0.000000,0.000000
C1-16,40.128911,0.000000,0.000000
C1-17,58.409706,0.000000,0.000000
C1-18,51.961994,0.000000,0.000000
C1-19,52.586880,0.000000,0.000000
C1-20,52.417635,0.000000,0.000000
C1-21,51.738340,0.000000,0.000000
C1-22,52.508927,0.000000,0.000000
C1-23,49.594742,0.000000,0.000000
C1-24,49.333435,0.000000,0.000000
C2-1,-122.368041,0.000000,0.000000
C2-2,-120.807416,0.000000,0.000000
C2-3,-121.166997,0.000000,0.000000
C2-4,-122.338060,0.000000,0.000000
C2-5,-122.044000,0.000000,0.000000
C2-6,-123.002428,0.000000,0.000000
C2-7,-123.051432,0.000000,0.000000
C2-8,-124.400018,0.000000,0.000000
C2-9,-128.209426,0.000000,0.000000
C2-10,-131.005808,0.000000,0.000000
C2-11,-146.056808,0.000000,0.000000
C2-12,-122.310882,0.000000,0.000000
C2-13,-135.076231,0.000000,0.000000
C2-14,-135.497268,0.000000,0.000000
C2-15,-135.497280,0.000000,0.000000
C2-16,-141.896161,0.000000,0.000000
C2-17,-130.724523,0.000000,0.000000
C2-18,-141.084068,0.000000,0.000000
C2-19,-139.255036,0.000000,0.000000
C2-20,-137.868671,0.000000,0.000000
C2-21,-138.612070,0.000000,0.000000
C2-22,-123.099690,0.000000,0.000000
C2-23,-134.154871,0.000000,0.000000
C2-24,-122.104981,0.000000,0.000000
C3-1,31.769432,0.000000,0.000000
C3-2,33.832939,0.000000,0.000000
C3-3,36.832746,0.000000,0.000000
C3-4,40.337937,0.000000,0.000000
C3-5,40.347720,0.000000,0.000000
C3-6,40.062986,0.000000,0.000000
C3-7,40.049971,0.000000,0.000000
C3-8,39.340392,0.000000,0.000000
C3-9,37.514085,0.000000,0.000000
C3-10,36.184038,0.000000,0.000000
C3-11,18.192648,0.000000,0.000000
C3-12,47.384232,0.000000,0.000000
C3-13,34.356203,0.000000,0.000000
C3-14,34.125478,0.000000,0.000000
C3-15,34.148249,0.000000,0.000000
C3-16,27.142982,0.000000,0.000000
C3-17,39.652436,0.000000,0.000000
C3-18,29.296702,0.000000,0.000000
C3-19,25.664044,0.000000,0.000000
C3-20,25.488998,0.000000,0.000000
C3-21,28.671262,0.000000,0.000000
C3-22,16.027017,0.000000,0.000000
C3-23,34.523431,0.000000,0.000000
C3-24,28.150223,0.000000,0.000000
C4-1,-11.564093,0.000000,0.000000
C4-2,-10.978216,0.000000,0.000000
C4-3,-11.865443,0.000000,0.000000
C4-4,-13.398953,0.000000,0.000000
C4-5,-13.206516,0.000000,0.000000
C4-6,-13.778994,0.000000,0.000000
C4-7,-13.808599,0.000000,0.000000
C4-8,-14.547252,0.000000,0.000000
C4-9,-16.672300,0.000000,0.000000
C4-10,-18.234534,0.000000,0.000000
C4-11,-29.857578,0.000000,0.000000
C4-12,-10.180686,0.000000,0.000000
C4-13,-20.531943,0.000000,0.000000
C4-14,-20.760566,0.000000,0.000000
C4-15,-20.765503,0.000000,0.000000
C4-16,-26.081757,0.000000,0.000000
C4-17,-16.590048,0.000000,0.000000
C4-18,-23.411665,0.000000,0.000000
C4-19,-21.415242,0.000000,0.000000
C4-20,-20.460113,0.000000,0.000000
C4-21,-21.640774,0.000000,0.000000
C4-22,-8.640638,0.000000,0.000000
C4-23,-19.958555,0.000000,0.000000
C4-24,-10.606652,0.000000,0.000000
C5-1,22.199082,0.000000,0.000000
C5-2,23.436717,0.000000,0.000000
C5-3,25.380333,0.000000,0.000000
C5-4,27.692653,0.000000,0.000000
C5-5,27.682770,0.000000,0.000000
C5-6,27.552823,0.000000,0.000000
C5-7,27.547169,0.000000,0.000000
C5-8,27.166195,0.000000,0.000000
C5-9,26.204244,0.000000,0.000000
C5-10,25.504896,0.000000,0.000000
C5-11,14.528129,0.000000,0.000000
C5-12,32.435713,0.000000,0.000000
C5-13,24.556306,0.000000,0.000000
C5-14,24.431470,0.000000,0.000000
C5-15,24.446074,0.000000,0.000000
C5-16,20.180931,0.000000,0.000000
C5-17,27.819273,0.000000,0.000000
C5-18,21.641612,0.000000,0.000000
C5-19,19.211391,0.000000,0.000000
C5-20,19.022955,0.000000,0.000000
C5-21,21.104675,0.000000,0.000000
C5-22,12.143238,0.000000,0.000000
C5-23,24.612930,0.000000,0.000000
C5-24,19.863529,0.000000,0.000000
C6-1,175.000000,0.000000,0.000000
C6-2,175.000000,0.000000,0.000000
C6-3,175.000000,0.000000,0.000000
C6-4,175.000000,0.000000,0.000000
C6-5,175.000000,0.000000,0.000000
C6-6,175.000000,0.000000,0.000000
C6-7,175.000000,0.000000,0.000000
C6-8,175.000000,0.000000,0.000000
C6-9,175.000000,0.000000,0.000000
C6-10,175.000000,0.000000,0.000000
C6-11,175.000000,0.000000,0.000000
C6-12,175.000000,0.000000,0.000000
C6-13,175.000000,0.000000,0.000000
C6-14,175.000000,0.000000,0.000000
C6-15,175.000000,0.000000,0.000000
C6-16,175.000000,0.000000,0.000000
C6-17,175.000000,0.000000,0.000000
C6-18,175.000000,0.000000,0.000000
C6-19,175.000000,0.000000,0.000000
C6-20,175.000000,0.000000,0.000000
C6-21,175.000000,0.000000,0.000000
C6-22,175.000000,0.000000,0.000000
C6-23,175.000000,0.000000,0.000000
C6-24,175.000000,0.000000,0.000000
C7-1,240.007520,0.000000,0.000000
C7-2,216.151801,0.000000,0.000000
C7-3,188.079107,0.000000,0.000000
C7-4,157.780789,0.000000,0.000000
C7-5,157.969363,0.000000,0.000000
C7-6,152.213376,0.000000,0.000000
C7-7,151.936187,0.000000,0.000000
C7-8,140.411299,0.000000,0.000000
C7-9,109.831081,0.000000,0.000000
C7-10,87.500463,0.000000,0.000000
C7-11,33.905676,0.000000,0.000000
C7-12,76.562750,0.000000,0.000000
C7-13,56.195600,0.000000,0.000000
C7-14,52.495556,0.000000,0.000000
C7-15,52.748030,0.000000,0.000000
C7-16,45.007315,0.000000,0.000000
C7-17,52.527895,0.000000,0.000000
C7-18,29.233738,0.000000,0.000000
C7-19,73.267600,0.000000,0.000000
C7-20,82.274133,0.000000,0.000000
C7-21,83.852503,0.000000,0.000000
C7-22,29.833355,0.000000,0.000000
C7-23,127.175238,0.000000,0.000000
C7-24,212.484996,0.000000,0.000000
C8-1,-40.429009,0.000000,0.000000
C8-2,-37.876666,0.000000,0.000000
C8-3,-37.429505,0.000000,0.000000
