,hour,dispatch,dual,offer,lmp,capacity
320_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,33.016667
314_PV_1-1,1,37.566667,0.000000,0.000000,0.000000,37.566667
314_PV_2-1,1,0.000000,0.000000,0.000000,0.000000,32.850000
313_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,67.925000
314_PV_3-1,1,0.000000,0.000000,0.000000,0.000000,68.816667
314_PV_4-1,1,31.333333,0.000000,0.000000,0.000000,31.333333
313_PV_2-1,1,0.000000,0.000000,0.000000,0.000000,68.233333
310_PV_1-1,1,33.300000,0.000000,0.000000,0.000000,33.300000
324_PV_1-1,1,0.000000,0.000000,0.000000,0.000000,34.725000
312_PV_1-1,1,68.700000,0.000000,0.000000,0.000000,68.700000
310_PV_2-1,1,35.250000,0.000000,0.000000,0.000000,35.250000
324_PV_2-1,1,0.000000,0.000000,0.000000,0.000000,32.041667
324_PV_3-1,1,0.000000,0.000000,0.000000,0.000000,36.700000
319_PV_1-1,1,137.933333,0.000000,0.000000,0.000000,137.933333
308_RTPV_1-1,1,74.383333,0.000000,0.000000,0.000000,74.383333
313_RTPV_1-1,1,63.663465,0.000000,0.000000,0.000000,73.500000
313_RTPV_2-1,1,0.000000,0.000000,0.000000,0.000000,42.191667
313_RTPV_3-1,1,0.000000,0.000000,0.000000,0.000000,38.450000
313_RTPV_4-1,1,0.000000,0.000000,0.000000,0.000000,39.166667
313_RTPV_5-1,1,0.000000,0.000000,0.000000,0.000000,46.683333
313_RTPV_6-1,1,0.000000,0.000000,0.000000,0.000000,44.783333
313_RTPV_7-1,1,0.000000,0.000000,0.000000,0.000000,40.941667
313_RTPV_8-1,1,0.000000,0.000000,0.000000,0.000000,47.800000
313_RTPV_9-1,1,0.000000,0.000000,0.000000,0.000000,40.300000
313_RTPV_10-1,1,0.000000,0.000000,0.000000,0.000000,45.858333
313_RTPV_11-1,1,0.000000,0.000000,0.000000,0.000000,40.275000
313_RTPV_12-1,1,0.000000,0.000000,0.000000,0.000000,18.550000
320_RTPV_1-1,1,0.000000,0.000000,0.000000,0.000000,17.983333
320_RTPV_2-1,1,0.000000,0.000000,0.000000,0.000000,18.558333
320_RTPV_3-1,1,0.000000,0.000000,0.000000,0.000000,17.900000
313_RTPV_13-1,1,0.000000,0.000000,0.000000,0.000000,18.450000
320_RTPV_4-1,1,0.000000,0.000000,0.000000,0.000000,19.508333
320_RTPV_5-1,1,0.000000,0.000000,0.000000,0.000000,18.883333
320_RTPV_6-1,1,0.000000,0.000000,0.000000,0.000000,5.916667
309_WIND_1-1,1,145.583333,0.000000,0.000000,0.000000,145.583333
317_WIND_1-1,1,0.000000,0.000000,0.000000,0.000000,762.183333
303_WIND_1-1,1,612.455785,0.000000,0.000000,0.000000,728.758333
320_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,33.741667
314_PV_1-2,2,37.500000,0.000000,0.000000,0.000000,37.500000
314_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,31.450000
313_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,66.175000
314_PV_3-2,2,0.000000,0.000000,0.000000,0.000000,66.783333
314_PV_4-2,2,0.000000,0.000000,0.000000,0.000000,29.658333
313_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,62.291667
310_PV_1-2,2,33.791667,0.000000,0.000000,0.000000,33.791667
324_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,34.366667
312_PV_1-2,2,66.991667,0.000000,0.000000,0.000000,66.991667
310_PV_2-2,2,35.833333,0.000000,0.000000,0.000000,35.833333
324_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,31.141667
324_PV_3-2,2,0.000000,0.000000,0.000000,0.000000,37.183333
319_PV_1-2,2,83.676354,0.000000,0.000000,0.000000,133.725000
308_RTPV_1-2,2,68.491667,0.000000,0.000000,0.000000,68.491667
313_RTPV_1-2,2,0.000000,0.000000,0.000000,0.000000,66.858333
313_RTPV_2-2,2,0.000000,0.000000,0.000000,0.000000,37.400000
313_RTPV_3-2,2,0.000000,0.000000,0.000000,0.000000,37.450000
313_RTPV_4-2,2,36.716667,0.000000,0.000000,0.000000,36.716667
313_RTPV_5-2,2,0.000000,0.000000,0.000000,0.000000,42.641667
313_RTPV_6-2,2,41.625000,0.000000,0.000000,0.000000,41.625000
313_RTPV_7-2,2,0.000000,0.000000,0.000000,0.000000,38.083333
313_RTPV_8-2,2,0.000000,0.000000,0.000000,0.000000,46.150000
313_RTPV_9-2,2,0.000000,0.000000,0.000000,0.000000,36.891667
313_RTPV_10-2,2,0.000000,0.000000,0.000000,0.000000,43.433333
313_RTPV_11-2,2,0.000000,0.000000,0.000000,0.000000,37.366667
313_RTPV_12-2,2,15.691667,0.000000,0.000000,0.000000,15.691667
320_RTPV_1-2,2,0.000000,0.000000,0.000000,0.000000,15.816667
320_RTPV_2-2,2,0.000000,0.000000,0.000000,0.000000,16.966667
320_RTPV_3-2,2,0.000000,0.000000,0.000000,0.000000,16.083333
313_RTPV_13-2,2,0.000000,0.000000,0.000000,0.000000,16.950000
320_RTPV_4-2,2,0.000000,0.000000,0.000000,0.000000,17.641667
320_RTPV_5-2,2,0.000000,0.000000,0.000000,0.000000,17.433333
320_RTPV_6-2,2,0.000000,0.000000,0.000000,0.000000,5.516667
309_WIND_1-2,2,144.541667,0.000000,0.000000,0.000000,144.541667
317_WIND_1-2,2,0.000000,0.000000,0.000000,0.000000,774.025000
