,hour,dispatch,dual,offer,lmp,capacity
320_PV_1-1,1,10.991667,0.000000,0.000000,0.000000,10.991667
314_PV_1-1,1,11.425000,0.000000,0.000000,0.000000,11.425000
314_PV_2-1,1,0.000000,0.000000,0.000000,0.000000,2.308333
313_PV_1-1,1,14.566667,0.000000,0.000000,0.000000,14.566667
314_PV_3-1,1,12.600000,0.000000,0.000000,0.000000,12.600000
314_PV_4-1,1,0.000000,0.000000,0.000000,0.000000,6.491667
313_PV_2-1,1,16.750000,0.000000,0.000000,0.000000,16.750000
310_PV_1-1,1,12.133333,0.000000,0.000000,0.000000,12.133333
324_PV_1-1,1,6.458333,0.000000,0.000000,0.000000,6.458333
312_PV_1-1,1,13.558333,0.000000,0.000000,0.000000,13.558333
310_PV_2-1,1,0.000000,0.000000,0.000000,0.000000,6.875000
324_PV_2-1,1,10.250000,0.000000,0.000000,0.000000,10.250000
324_PV_3-1,1,12.425000,0.000000,0.000000,0.000000,12.425000
319_PV_1-1,1,35.116667,0.000000,0.000000,0.000000,35.116667
308_RTPV_1-1,1,4.750000,0.000000,0.000000,0.000000,4.750000
313_RTPV_1-1,1,3.508333,0.000000,0.000000,0.000000,3.508333
313_RTPV_2-1,1,3.050000,0.000000,0.000000,0.000000,3.050000
313_RTPV_3-1,1,2.208333,0.000000,0.000000,0.000000,2.208333
313_RTPV_4-1,1,2.008333,0.000000,0.000000,0.000000,2.008333
313_RTPV_5-1,1,2.141667,0.000000,0.000000,0.000000,2.141667
313_RTPV_6-1,1,2.900000,0.000000,0.000000,0.000000,2.900000
313_RTPV_7-1,1,2.366667,0.000000,0.000000,0.000000,2.366667
313_RTPV_8-1,1,2.483333,0.000000,0.000000,0.000000,2.483333
313_RTPV_9-1,1,3.116667,0.000000,0.000000,0.000000,3.116667
313_RTPV_10-1,1,1.850000,0.000000,0.000000,0.000000,1.850000
313_RTPV_11-1,1,2.141667,0.000000,0.000000,0.000000,2.141667
313_RTPV_12-1,1,0.966667,0.000000,0.000000,0.000000,0.966667
320_RTPV_1-1,1,0.833333,0.000000,0.000000,0.000000,0.833333
320_RTPV_2-1,1,1.400000,0.000000,0.000000,0.000000,1.400000
320_RTPV_3-1,1,0.858333,0.000000,0.000000,0.000000,0.858333
313_RTPV_13-1,1,1.091667,0.000000,0.000000,0.000000,1.091667
320_RTPV_4-1,1,1.166667,0.000000,0.000000,0.000000,1.166667
320_RTPV_5-1,1,1.041667,0.000000,0.000000,0.000000,1.041667
320_RTPV_6-1,1,0.308333,0.000000,0.000000,0.000000,0.308333
309_WIND_1-1,1,142.858333,0.000000,0.000000,0.000000,142.858333
317_WIND_1-1,1,652.908333,0.000000,0.000000,0.000000,652.908333
303_WIND_1-1,1,169.142371,0.000000,0.000000,0.000000,769.116667
320_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_3-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
314_PV_4-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
313_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
312_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_2-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
324_PV_3-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
319_PV_1-2,2,0.000000,0.000000,0.000000,0.000000,0.000000
