,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,31.588515,0.000000,0.000000
C1-2,21.459841,0.000000,0.000000
C1-3,20.457850,0.000000,0.000000
C1-4,22.205282,0.000000,0.000000
C1-5,25.985179,0.000000,0.000000
C1-6,37.718155,0.000000,0.000000
C1-7,48.133549,0.000000,0.000000
C1-8,52.160561,0.000000,0.000000
C1-9,17.155644,0.000000,0.000000
C1-10,3.021504,0.000000,0.000000
C1-11,14.345741,0.000000,0.000000
C1-12,11.390140,0.000000,0.000000
C1-13,10.888374,0.000000,0.000000
C1-14,-2.472996,0.000000,0.000000
C1-15,15.322487,0.000000,0.000000
C1-16,52.901325,0.000000,0.000000
C1-17,52.615708,0.000000,0.000000
C1-18,54.346161,0.000000,0.000000
C1-19,54.590474,0.000000,0.000000
C1-20,50.563179,0.000000,0.000000
C1-21,52.085793,0.000000,0.000000
C1-22,52.055105,0.000000,0.000000
C1-23,47.814459,0.000000,0.000000
C1-24,39.054206,0.000000,0.000000
C2-1,-95.033020,0.000000,0.000000
C2-2,-73.399910,0.000000,0.000000
C2-3,-70.980523,0.000000,0.000000
C2-4,-74.362469,0.000000,0.000000
C2-5,-80.828957,0.000000,0.000000
C2-6,-105.157512,0.000000,0.000000
C2-7,-131.639365,0.000000,0.000000
C2-8,-129.165557,0.000000,0.000000
C2-9,-64.733998,0.000000,0.000000
C2-10,-38.763436,0.000000,0.000000
C2-11,-59.777890,0.000000,0.000000
C2-12,-60.066587,0.000000,0.000000
C2-13,-40.109640,0.000000,0.000000
C2-14,-27.943403,0.000000,0.000000
C2-15,-65.028759,0.000000,0.000000
C2-16,-140.793072,0.000000,0.000000
C2-17,-143.031653,0.000000,0.000000
C2-18,-140.275807,0.000000,0.000000
C2-19,-144.987435,0.000000,0.000000
C2-20,-141.287198,0.000000,0.000000
C2-21,-143.770166,0.000000,0.000000
C2-22,-141.199276,0.000000,0.000000
C2-23,-132.041273,0.000000,0.000000
C2-24,-112.390861,0.000000,0.000000
C3-1,18.652351,0.000000,0.000000
C3-2,8.497487,0.000000,0.000000
C3-3,7.575505,0.000000,0.000000
C3-4,9.397934,0.000000,0.000000
C3-5,11.742861,0.000000,0.000000
C3-6,21.639293,0.000000,0.000000
C3-7,31.419135,0.000000,0.000000
C3-8,21.160010,0.000000,0.000000
C3-9,-11.819938,0.000000,0.000000
C3-10,-26.150507,0.000000,0.000000
C3-11,-18.288193,0.000000,0.000000
C3-12,-15.915139,0.000000,0.000000
C3-13,-35.746149,0.000000,0.000000
C3-14,-34.021437,0.000000,0.000000
C3-15,-14.167819,0.000000,0.000000
C3-16,25.350147,0.000000,0.000000
C3-17,27.874344,0.000000,0.000000
C3-18,19.236827,0.000000,0.000000
C3-19,21.158745,0.000000,0.000000
C3-20,23.142874,0.000000,0.000000
C3-21,26.887789,0.000000,0.000000
C3-22,28.994219,0.000000,0.000000
C3-23,29.526402,0.000000,0.000000
C3-24,23.334124,0.000000,0.000000
C4-1,-23.005150,0.000000,0.000000
C4-2,-25.437193,0.000000,0.000000
C4-3,-25.382098,0.000000,0.000000
C4-4,-24.601276,0.000000,0.000000
C4-5,-22.548137,0.000000,0.000000
C4-6,-19.559571,0.000000,0.000000
C4-7,-21.372744,0.000000,0.000000
C4-8,-13.764970,0.000000,0.000000
C4-9,-31.613135,0.000000,0.000000
C4-10,-39.157295,0.000000,0.000000
C4-11,-34.361359,0.000000,0.000000
C4-12,-39.951000,0.000000,0.000000
C4-13,-27.285917,0.000000,0.000000
C4-14,-42.050667,0.000000,0.000000
C4-15,-36.297666,0.000000,0.000000
C4-16,-22.364886,0.000000,0.000000
C4-17,-24.392340,0.000000,0.000000
C4-18,-20.699397,0.000000,0.000000
C4-19,-24.232690,0.000000,0.000000
C4-20,-28.227078,0.000000,0.000000
C4-21,-26.471302,0.000000,0.000000
C4-22,-23.422414,0.000000,0.000000
C4-23,-22.958673,0.000000,0.000000
C4-24,-23.397928,0.000000,0.000000
C5-1,14.363674,0.000000,0.000000
C5-2,7.879160,0.000000,0.000000
C5-3,7.267028,0.000000,0.000000
C5-4,8.402414,0.000000,0.000000
C5-5,9.822307,0.000000,0.000000
C5-6,16.142484,0.000000,0.000000
C5-7,22.724737,0.000000,0.000000
C5-8,15.768460,0.000000,0.000000
C5-9,-4.579686,0.000000,0.000000
C5-10,-13.409781,0.000000,0.000000
C5-11,-8.523207,0.000000,0.000000
C5-12,-6.671672,0.000000,0.000000
C5-13,-20.176072,0.000000,0.000000
C5-14,-18.297053,0.000000,0.000000
C5-15,-5.748243,0.000000,0.000000
C5-16,19.094588,0.000000,0.000000
C5-17,20.836425,0.000000,0.000000
C5-18,15.145527,0.000000,0.000000
C5-19,16.636988,0.000000,0.000000
C5-20,18.092377,0.000000,0.000000
