,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,37.958752,0.000000,0.000000
C1-2,48.482961,0.000000,0.000000
C1-3,27.440851,0.000000,0.000000
C1-4,27.308553,0.000000,0.000000
C1-5,27.429789,0.000000,0.000000
C1-6,48.798569,0.000000,0.000000
C1-7,49.985609,0.000000,0.000000
C1-8,50.892642,0.000000,0.000000
C1-9,52.176361,0.000000,0.000000
C1-10,32.510446,0.000000,0.000000
C1-11,20.472992,0.000000,0.000000
C1-12,25.683790,0.000000,0.000000
C1-13,15.924539,0.000000,0.000000
C1-14,10.229962,0.000000,0.000000
C1-15,16.789491,0.000000,0.000000
C1-16,28.433527,0.000000,0.000000
C1-17,32.092716,0.000000,0.000000
C1-18,52.828651,0.000000,0.000000
C1-19,73.292797,0.000000,0.000000
C1-20,67.399886,0.000000,0.000000
C1-21,68.825273,0.000000,0.000000
C1-22,45.378799,0.000000,0.000000
C1-23,33.365599,0.000000,0.000000
C1-24,24.510779,0.000000,0.000000
C2-1,-139.546131,0.000000,0.000000
C2-2,-130.238353,0.000000,0.000000
C2-3,-143.642858,0.000000,0.000000
C2-4,-143.123217,0.000000,0.000000
C2-5,-143.551667,0.000000,0.000000
C2-6,-131.411496,0.000000,0.000000
C2-7,-135.805504,0.000000,0.000000
C2-8,-137.813414,0.000000,0.000000
C2-9,-138.158678,0.000000,0.000000
C2-10,-97.509264,0.000000,0.000000
C2-11,-72.133457,0.000000,0.000000
C2-12,-75.761825,0.000000,0.000000
C2-13,-51.969339,0.000000,0.000000
C2-14,-39.397615,0.000000,0.000000
C2-15,-53.280800,0.000000,0.000000
C2-16,-78.241404,0.000000,0.000000
C2-17,-89.745169,0.000000,0.000000
C2-18,-122.146284,0.000000,0.000000
C2-19,-123.910740,0.000000,0.000000
C2-20,-125.907857,0.000000,0.000000
C2-21,-110.493496,0.000000,0.000000
C2-22,-116.906115,0.000000,0.000000
C2-23,-89.883043,0.000000,0.000000
C2-24,-69.438847,0.000000,0.000000
C3-1,27.762157,0.000000,0.000000
C3-2,36.570323,0.000000,0.000000
C3-3,22.024848,0.000000,0.000000
C3-4,22.235418,0.000000,0.000000
C3-5,22.013052,0.000000,0.000000
C3-6,36.027037,0.000000,0.000000
C3-7,33.972378,0.000000,0.000000
C3-8,31.571200,0.000000,0.000000
C3-9,26.635275,0.000000,0.000000
C3-10,2.901381,0.000000,0.000000
C3-11,-12.333207,0.000000,0.000000
C3-12,-14.752715,0.000000,0.000000
C3-13,-28.307620,0.000000,0.000000
C3-14,-35.355599,0.000000,0.000000
C3-15,-27.331532,0.000000,0.000000
C3-16,-13.075388,0.000000,0.000000
C3-17,-6.512052,0.000000,0.000000
C3-18,10.652453,0.000000,0.000000
C3-19,30.132654,0.000000,0.000000
C3-20,27.483812,0.000000,0.000000
C3-21,26.649558,0.000000,0.000000
C3-22,10.830701,0.000000,0.000000
C3-23,0.997040,0.000000,0.000000
C3-24,-5.245295,0.000000,0.000000
C4-1,-25.005195,0.000000,0.000000
C4-2,-17.810387,0.000000,0.000000
C4-3,-29.089971,0.000000,0.000000
C4-4,-28.791748,0.000000,0.000000
