,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,48.620788,0.000000,0.000000
C1-2,48.937800,0.000000,0.000000
C1-3,48.102002,0.000000,0.000000
C1-4,46.611694,0.000000,0.000000
C1-5,40.108362,0.000000,0.000000
C1-6,37.718791,0.000000,0.000000
C1-7,44.216211,0.000000,0.000000
C1-8,38.741225,0.000000,0.000000
C1-9,26.544554,0.000000,0.000000
C1-10,13.269208,0.000000,0.000000
C1-11,1.455621,0.000000,0.000000
C1-12,3.419514,0.000000,0.000000
C1-13,5.444901,0.000000,0.000000
C1-14,6.443002,0.000000,0.000000
C1-15,7.047289,0.000000,0.000000
C1-16,15.446235,0.000000,0.000000
C1-17,36.217269,0.000000,0.000000
C1-18,32.989661,0.000000,0.000000
C1-19,41.589240,0.000000,0.000000
C1-20,35.670027,0.000000,0.000000
C1-21,24.658720,0.000000,0.000000
C1-22,19.238505,0.000000,0.000000
C1-23,14.108624,0.000000,0.000000
C1-24,32.530606,0.000000,0.000000
C2-1,-130.670187,0.000000,0.000000
C2-2,-122.946108,0.000000,0.000000
C2-3,-128.643481,0.000000,0.000000
C2-4,-120.389527,0.000000,0.000000
C2-5,-103.829161,0.000000,0.000000
C2-6,-98.693784,0.000000,0.000000
C2-7,-115.747859,0.000000,0.000000
C2-8,-103.125558,0.000000,0.000000
C2-9,-78.591847,0.000000,0.000000
C2-10,-44.983793,0.000000,0.000000
C2-11,-21.587046,0.000000,0.000000
C2-12,-26.366716,0.000000,0.000000
C2-13,-29.669629,0.000000,0.000000
C2-14,-31.706616,0.000000,0.000000
C2-15,-32.643430,0.000000,0.000000
C2-16,-51.035129,0.000000,0.000000
C2-17,-98.534455,0.000000,0.000000
C2-18,-94.916170,0.000000,0.000000
C2-19,-115.084209,0.000000,0.000000
C2-20,-105.646869,0.000000,0.000000
C2-21,-84.141576,0.000000,0.000000
C2-22,-72.542348,0.000000,0.000000
C2-23,-59.292538,0.000000,0.000000
C2-24,-97.852057,0.000000,0.000000
C3-1,36.283502,0.000000,0.000000
C3-2,29.916565,0.000000,0.000000
C3-3,37.115980,0.000000,0.000000
C3-4,30.813581,0.000000,0.000000
C3-5,20.654048,0.000000,0.000000
C3-6,15.533676,0.000000,0.000000
C3-7,20.418710,0.000000,0.000000
C3-8,9.803505,0.000000,0.000000
C3-9,-6.582255,0.000000,0.000000
C3-10,-29.733690,0.000000,0.000000
C3-11,-44.289328,0.000000,0.000000
C3-12,-42.430210,0.000000,0.000000
