,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,48.073333,0.000000,0.000000
C1-2,47.579220,0.000000,0.000000
C1-3,47.366146,0.000000,0.000000
C1-4,47.492257,0.000000,0.000000
C1-5,49.339953,0.000000,0.000000
C1-6,39.883305,0.000000,0.000000
C1-7,50.553113,0.000000,0.000000
C1-8,52.029698,0.000000,0.000000
C1-9,41.197896,0.000000,0.000000
C1-10,33.181806,0.000000,0.000000
C1-11,33.774762,0.000000,0.000000
C1-12,55.304788,0.000000,0.000000
C1-13,55.770881,0.000000,0.000000
C1-14,36.267415,0.000000,0.000000
C1-15,56.313746,0.000000,0.000000
C1-16,55.596305,0.000000,0.000000
C1-17,75.649704,0.000000,0.000000
C1-18,74.544677,0.000000,0.000000
C1-19,61.638003,0.000000,0.000000
C1-20,52.512676,0.000000,0.000000
C1-21,49.226559,0.000000,0.000000
C1-22,39.185549,0.000000,0.000000
C1-23,49.913374,0.000000,0.000000
C1-24,48.732540,0.000000,0.000000
C2-1,-128.690290,0.000000,0.000000
C2-2,-126.959408,0.000000,0.000000
C2-3,-126.138932,0.000000,0.000000
C2-4,-126.573642,0.000000,0.000000
C2-5,-119.474466,0.000000,0.000000
C2-6,-112.232884,0.000000,0.000000
C2-7,-134.648577,0.000000,0.000000
C2-8,-136.106127,0.000000,0.000000
C2-9,-148.282100,0.000000,0.000000
C2-10,-156.862079,0.000000,0.000000
C2-11,-159.419291,0.000000,0.000000
C2-12,-147.527405,0.000000,0.000000
C2-13,-149.122118,0.000000,0.000000
C2-14,-165.041670,0.000000,0.000000
C2-15,-151.627192,0.000000,0.000000
C2-16,-155.782676,0.000000,0.000000
C2-17,-139.542831,0.000000,0.000000
C2-18,-135.484431,0.000000,0.000000
C2-19,-145.291302,0.000000,0.000000
C2-20,-146.231051,0.000000,0.000000
C2-21,-100.850285,0.000000,0.000000
C2-22,-113.195316,0.000000,0.000000
C2-23,-132.724884,0.000000,0.000000
C2-24,-129.616419,0.000000,0.000000
C3-1,37.259791,0.000000,0.000000
C3-2,38.175506,0.000000,0.000000
C3-3,38.524763,0.000000,0.000000
C3-4,38.286699,0.000000,0.000000
C3-5,26.504016,0.000000,0.000000
C3-6,23.201209,0.000000,0.000000
C3-7,30.983790,0.000000,0.000000
