timepoint,zone,gross_load
1,301,46.039228105263156
1,302,41.35004746491228
1,303,76.73204684210526
1,304,31.545397035087717
1,305,30.266529587719294
1,306,57.97532428070175
1,307,53.28614364035087
1,308,72.8954445
1,309,74.60060109649122
1,310,83.12638407894737
1,311,0.0
1,312,0.0
1,313,112.96662451754385
1,314,82.70009492982456
1,315,135.1336602719298
1,316,42.6289149122807
1,317,0.0
1,318,141.95428665789473
1,319,77.15833599122806
1,320,54.56501108771929
1,321,0.0
1,322,0.0
1,323,0.0
1,324,0.0
1,325,0.0
2,301,44.26257512842105
2,302,39.754349883859646
2,303,73.77095854736841
2,304,30.328060736140348
2,305,29.098544760350872
2,306,55.7380575691228
2,307,51.22983232456139
2,308,70.08241061999999
2,309,71.72176525438596
2,310,79.91853842631579
2,311,0.0
2,312,0.0
2,313,108.60724452807015
2,314,79.50869976771929
2,315,129.9188547750877
2,316,40.983865859649114
2,317,0.0
2,318,136.47627331263158
2,319,74.1807972059649
2,320,52.45934830035087
2,321,0.0
2,322,0.0
2,323,0.0
2,324,0.0
2,325,0.0
3,301,42.82758621473685
3,302,38.46551724842106
3,303,71.37931035789475
3,304,29.344827591578948
3,305,28.15517241894737
3,306,53.93103449263159
3,307,49.56896552631579
3,308,67.81034484
3,309,69.39655173684211
3,310,77.32758622105264
3,311,0.0
3,312,0.0
3,313,105.08620691578948
3,314,76.93103449684212
3,315,125.70689657473685
3,316,39.65517242105263
3,317,0.0
3,318,132.05172416210527
3,319,71.77586208210526
3,320,50.75862069894737
3,321,0.0
3,322,0.0
3,323,0.0
3,324,0.0
3,325,0.0
4,301,41.9392597263158
4,302,37.66766845789474
4,303,69.89876621052632
4,304,28.736159442105265
4,305,27.57118000526316
4,306,52.81240113684211
4,307,48.54080986842106
4,308,66.40382790000001
4,309,67.95713381578948
4,310,75.72366339473686
4,311,0.0
4,312,0.0
4,313,102.90651692105264
4,314,75.33533691578948
4,315,123.0994938263158
4,316,38.832647894736844
4,317,0.0
4,318,129.3127174894737
4,319,70.28709268947368
4,320,49.70578930526316
4,321,0.0
4,322,0.0
4,323,0.0
4,324,0.0
4,325,0.0
5,301,41.785510926315794
5,302,37.52957925789474
5,303,69.64251821052632
5,304,28.630813042105263
5,305,27.470104405263157
5,306,52.61879153684211
5,307,48.362859868421054
5,308,66.1603923
5,309,67.70800381578947
5,310,75.44606139473684
5,311,0.0
5,312,0.0
5,313,102.52926292105263
5,314,75.05915851578948
5,315,122.6482126263158
5,316,38.69028789473684
5,317,0.0
5,318,128.8386586894737
5,319,70.02942108947369
5,320,49.52356850526316
5,321,0.0
5,322,0.0
5,323,0.0
5,324,0.0
5,325,0.0
6,301,42.72508701473684
6,302,38.37345778175438
6,303,71.20847835789473
6,304,29.274596658245613
6,305,28.087788685614036
6,306,53.80196142596491
6,307,49.45033219298245
6,308,67.64805444
6,309,69.23046507017544
6,310,77.14251822105264
6,311,0.0
6,312,0.0
6,313,104.83470424912281
6,314,76.74691556350876
6,315,125.4060424414035
6,316,39.560265754385966
6,317,0.0
6,318,131.73568496210527
6,319,71.6040810154386
6,320,50.637140165614035
6,321,0.0
6,322,0.0
6,323,0.0
6,324,0.0
6,325,0.0
7,301,44.16007592842106
7,302,39.66229041719298
7,303,73.60012654736842
7,304,30.257829802807017
7,305,29.031161027017543
7,306,55.60898450245614
7,307,51.111198991228065
7,308,69.92012022
7,309,71.5556785877193
7,310,79.73347042631579
7,311,0.0
7,312,0.0
7,313,108.3557418614035
7,314,79.32458083438596
7,315,129.61800064175438
7,316,40.888959192982455
7,317,0.0
7,318,136.16023411263157
7,319,74.00901613929824
7,320,52.33786776701754
7,321,0.0
7,322,0.0
7,323,0.0
7,324,0.0
7,325,0.0
8,301,44.99715281684211
8,302,40.41410947438597
8,303,74.99525469473684
8,304,30.831382485614036
8,305,29.58146157403509
8,306,56.663081324912284
8,307,52.08003798245614
8,308,71.24549196
8,309,72.9120531754386
8,310,81.24485925263158
8,311,0.0
8,312,0.0
8,313,110.40968052280702
8,314,80.82821894877193
8,315,132.07497632350876
8,316,41.664030385964914
8,317,0.0
8,318,138.74122118526319
8,319,75.4118949985965
8,320,53.32995889403509
8,321,0.0
8,322,0.0
8,323,0.0
8,324,0.0
8,325,0.0
9,301,48.19171149473684
9,302,43.28329643508771
9,303,80.31951915789473
9,304,33.02024676491228
9,305,31.6815881122807
9,306,60.68585891929824
9,307,55.77744385964912
9,308,76.3035432
9,309,78.08842140350876
9,310,87.01281242105263
9,311,0.0
9,312,0.0
9,313,118.24818098245613
9,314,86.56659287017543
9,315,141.45159762807015
9,316,44.62195508771929
9,317,0.0
9,318,148.59111044210525
9,319,80.76573870877192
9,320,57.11610251228069
9,321,0.0
9,322,0.0
9,323,0.0
9,324,0.0
9,325,0.0
10,301,51.43751977263158
10,302,46.1985131291228
10,303,85.72919962105263
10,304,35.24422651087719
10,305,33.81540651719298
10,306,64.77317304701754
10,307,59.53416640350876
10,308,81.44273964
10,309,83.34783296491227
10,310,92.87329958947369
10,311,0.0
10,312,0.0
10,313,126.21243277543859
10,314,92.3970262582456
10,315,150.97864599929824
10,316,47.62733312280701
10,317,0.0
10,318,158.59901929894735
10,319,86.20547295228069
10,320,60.96298639719297
10,321,0.0
10,322,0.0
10,323,0.0
10,324,0.0
10,325,0.0
11,301,53.47042074947368
11,302,48.0243593768421
11,303,89.11736791578947
11,304,36.63714014315789
11,305,35.151850677894735
11,306,67.33312242526316
11,307,61.88706105263157
11,308,84.66149951999999
11,309,86.6418854736842
11,310,96.54381524210527
11,311,0.0
11,312,0.0
11,313,131.20056943157894
11,314,96.0487187536842
11,315,156.94558682947365
11,316,49.50964884210526
11,317,0.0
11,318,164.86713064421053
11,319,89.61246440421051
11,320,63.37235051789472
11,321,0.0
11,322,0.0
11,323,0.0
11,324,0.0
11,325,0.0
12,301,54.341664025263164
12,302,48.80686491157894
12,303,90.56944004210527
12,304,37.23410312842105
12,305,35.72461246105263
12,306,68.43024358736842
12,307,62.89544447368421
12,308,86.04096804
12,309,88.05362226315789
12,310,98.11689337894737
12,311,0.0
12,312,0.0
12,313,133.3383422842105
12,314,97.61372982315788
12,315,159.50284718526314
12,316,50.316355578947366
12,317,0.0
12,318,167.55346407789474
12,319,91.07260359789473
12,320,64.40493514105262
12,321,0.0
12,322,0.0
12,323,0.0
12,324,0.0
12,325,0.0
13,301,54.290414425263165
13,302,48.760835178245614
13,303,90.48402404210526
13,304,37.19898766175439
13,305,35.690920594385965
13,306,68.36570705403508
13,307,62.83612780701754
13,308,85.95982284
13,309,87.97057892982455
13,310,98.02435937894738
13,311,0.0
13,312,0.0
13,313,133.2125909508772
13,314,97.52167035649123
13,315,159.35242011859648
13,316,50.268902245614036
13,317,0.0
13,318,167.39544447789476
13,319,90.9867130645614
13,320,64.34419487438596
13,321,0.0
13,322,0.0
13,323,0.0
13,324,0.0
13,325,0.0
14,301,53.38500476210527
14,302,47.94764316596491
14,303,88.9750079368421
14,304,36.578614374035084
14,305,35.09569757508772
14,306,67.2255615522807
14,307,61.788199956140346
14,308,84.52625753999999
14,309,86.50347993859648
14,310,96.38959193157895
14,311,0.0
14,312,0.0
14,313,130.99098390701752
14,314,95.89528633192982
14,315,156.6948750887719
14,316,49.43055996491228
14,317,0.0
14,318,164.6037646831579
14,319,89.46931353649121
14,320,63.27111675508771
14,321,0.0
14,322,0.0
14,323,0.0
14,324,0.0
14,325,0.0
15,301,52.46251184842106
15,302,47.11910786385965
15,303,87.43751974736843
15,304,35.946535896140354
15,305,34.48924390035088
15,306,66.0639038091228
15,307,60.7204998245614
15,308,83.06564376
15,309,85.00869975438596
15,310,94.7239797263158
15,311,0.0
15,312,0.0
15,313,128.72745962807016
15,314,94.2382157277193
15,315,153.98718755508773
15,316,48.57639985964912
15,317,0.0
15,318,161.7594115326316
15,319,87.92328374596491
15,320,62.177791820350876
15,321,0.0
15,322,0.0
15,323,0.0
15,324,0.0
15,325,0.0
16,301,51.62543499789474
16,302,46.367288840701754
16,303,86.0423916631579
16,304,35.37298323929824
16,305,33.93894337824562
16,306,65.00980703438597
16,307,59.75166087719298
16,308,81.74027208
16,309,83.65232522807017
16,310,93.21259096842107
16,311,0.0
16,312,0.0
16,313,126.67352105964913
16,314,92.73457768140351
16,315,151.53021198456142
16,316,47.801328701754386
16,317,0.0
16,318,159.17842457684213
16,319,86.52040495017543
16,320,61.185700738245615
16,321,0.0
16,322,0.0
16,323,0.0
16,324,0.0
16,325,0.0
17,301,52.274596661052634
17,302,46.95033218631579
17,303,87.12432776842105
17,304,35.81777919368421
17,305,34.365707064210525
17,306,65.82726986947368
17,307,60.50300539473684
17,308,82.76811138
17,309,84.70420755263157
17,310,94.38468841578948
17,311,0.0
17,312,0.0
17,313,128.2663714368421
