,flow (MWh),congestion price from ($/MWh),congestion price to ($/MWh)
C1-1,28.619831,0.000000,0.000000
C1-2,38.327511,0.000000,0.000000
C1-3,27.900963,0.000000,0.000000
C1-4,28.183965,0.000000,0.000000
C1-5,48.972846,0.000000,0.000000
C1-6,29.405762,0.000000,0.000000
C1-7,36.693177,0.000000,0.000000
C1-8,51.404530,0.000000,0.000000
C1-9,52.290868,0.000000,0.000000
C1-10,52.928799,0.000000,0.000000
C1-11,29.511534,0.000000,0.000000
C1-12,10.515354,0.000000,0.000000
C1-13,11.592748,0.000000,0.000000
C1-14,7.537835,0.000000,0.000000
C1-15,4.088469,0.000000,0.000000
C1-16,5.020338,0.000000,0.000000
C1-17,19.336766,0.000000,0.000000
C1-18,54.017867,0.000000,0.000000
C1-19,50.307891,0.000000,0.000000
C1-20,42.841038,0.000000,0.000000
C1-21,58.669629,0.000000,0.000000
C1-22,61.461290,0.000000,0.000000
C1-23,42.101353,0.000000,0.000000
C1-24,53.012743,0.000000,0.000000
C2-1,-140.361740,0.000000,0.000000
C2-2,-129.584702,0.000000,0.000000
C2-3,-139.858746,0.000000,0.000000
C2-4,-136.350937,0.000000,0.000000
C2-5,-122.796469,0.000000,0.000000
C2-6,-83.217345,0.000000,0.000000
C2-7,-102.356509,0.000000,0.000000
C2-8,-134.735318,0.000000,0.000000
C2-9,-136.772003,0.000000,0.000000
C2-10,-137.998311,0.000000,0.000000
C2-11,-86.224145,0.000000,0.000000
C2-12,-46.974053,0.000000,0.000000
C2-13,-41.135634,0.000000,0.000000
C2-14,-40.860966,0.000000,0.000000
C2-15,-35.096778,0.000000,0.000000
C2-16,-36.984003,0.000000,0.000000
C2-17,-65.333038,0.000000,0.000000
C2-18,-140.002608,0.000000,0.000000
C2-19,-134.292990,0.000000,0.000000
C2-20,-120.771180,0.000000,0.000000
C2-21,-111.145485,0.000000,0.000000
C2-22,-94.942102,0.000000,0.000000
C2-23,-92.342175,0.000000,0.000000
C2-24,-73.093110,0.000000,0.000000
C3-1,15.275601,0.000000,0.000000
C3-2,20.148197,0.000000,0.000000
C3-3,17.848957,0.000000,0.000000
C3-4,14.553558,0.000000,0.000000
C3-5,30.022294,0.000000,0.000000
C3-6,7.516106,0.000000,0.000000
C3-7,13.286236,0.000000,0.000000
C3-8,27.622468,0.000000,0.000000
C3-9,25.322008,0.000000,0.000000
C3-10,23.518737,0.000000,0.000000
C3-11,-6.324403,0.000000,0.000000
C3-12,-27.039561,0.000000,0.000000
C3-13,-33.562460,0.000000,0.000000
C3-14,-29.440551,0.000000,0.000000
C3-15,-30.832881,0.000000,0.000000
C3-16,-28.886698,0.000000,0.000000
C3-17,-14.614927,0.000000,0.000000
C3-18,20.385246,0.000000,0.000000
C3-19,16.899367,0.000000,0.000000
C3-20,13.355640,0.000000,0.000000
C3-21,24.599004,0.000000,0.000000
C3-22,24.714598,0.000000,0.000000
C3-23,11.507740,0.000000,0.000000
C3-24,20.317001,0.000000,0.000000
C4-1,-25.458225,0.000000,0.000000
C4-2,-16.766483,0.000000,0.000000
C4-3,-25.682453,0.000000,0.000000
C4-4,-22.648328,0.000000,0.000000
C4-5,-11.469370,0.000000,0.000000
C4-6,-19.156667,0.000000,0.000000
C4-7,-21.329607,0.000000,0.000000
C4-8,-18.848839,0.000000,0.000000
C4-9,-19.698395,0.000000,0.000000
C4-10,-20.119412,0.000000,0.000000
C4-11,-25.872178,0.000000,0.000000
C4-12,-32.203459,0.000000,0.000000
C4-13,-26.223780,0.000000,0.000000
C4-14,-32.989140,0.000000,0.000000
C4-15,-34.779635,0.000000,0.000000
C4-16,-34.162816,0.000000,0.000000
C4-17,-28.580402,0.000000,0.000000
C4-18,-20.767225,0.000000,0.000000
C4-19,-23.745131,0.000000,0.000000
C4-20,-26.758308,0.000000,0.000000
C4-21,-15.464534,0.000000,0.000000
C4-22,-9.222831,0.000000,0.000000
C4-23,-16.351008,0.000000,0.000000
C4-24,-6.371158,0.000000,0.000000
C5-1,12.344427,0.000000,0.000000
C5-2,15.002092,0.000000,0.000000
C5-3,13.967155,0.000000,0.000000
C5-4,11.660986,0.000000,0.000000
C5-5,21.102134,0.000000,0.000000
C5-6,6.982234,0.000000,0.000000
C5-7,10.980392,0.000000,0.000000
C5-8,20.219045,0.000000,0.000000
C5-9,18.855603,0.000000,0.000000
C5-10,17.766496,0.000000,0.000000
C5-11,-1.232864,0.000000,0.000000
C5-12,-14.312031,0.000000,0.000000
C5-13,-18.861422,0.000000,0.000000
C5-14,-15.844109,0.000000,0.000000
C5-15,-16.674446,0.000000,0.000000
C5-16,-15.469488,0.000000,0.000000
C5-17,-6.520669,0.000000,0.000000
C5-18,15.867029,0.000000,0.000000
C5-19,13.800096,0.000000,0.000000
C5-20,11.601878,0.000000,0.000000
C5-21,18.238719,0.000000,0.000000
C5-22,17.903356,0.000000,0.000000
C5-23,9.614810,0.000000,0.000000
C5-24,14.689026,0.000000,0.000000
C6-1,175.000000,0.000000,0.000000
C6-2,175.000000,0.000000,0.000000
C6-3,175.000000,0.000000,0.000000
C6-4,175.000000,0.000000,0.000000
C6-5,175.000000,0.000000,0.000000
C6-6,86.103940,0.000000,0.000000
C6-7,113.037273,0.000000,0.000000
C6-8,175.000000,0.000000,57.218865
C6-9,175.000000,0.000000,59.937878
C6-10,175.000000,0.000000,36.682861
C6-11,68.386655,0.000000,0.000000
C6-12,-16.009226,0.000000,0.000000
C6-13,-14.391734,0.000000,0.000000
C6-14,-28.283961,0.000000,0.000000
C6-15,-41.833566,0.000000,0.000000
C6-16,-36.586999,0.000000,0.000000
C6-17,26.342889,0.000000,0.000000
C6-18,175.000000,0.000000,0.000000
C6-19,157.769129,0.000000,0.000000
C6-20,128.569690,0.000000,0.000000
C6-21,136.689148,0.000000,0.000000
C6-22,122.480089,0.000000,0.000000
C6-23,104.384484,0.000000,0.000000
C6-24,93.672156,0.000000,0.000000
C7-1,15.724085,0.000000,0.000000
C7-2,10.261956,0.000000,0.000000
C7-3,46.116499,0.000000,0.000000
C7-4,18.190541,0.000000,0.000000
C7-5,39.769653,0.000000,0.000000
C7-6,-40.080412,0.000000,0.000000
C7-7,-18.455609,0.000000,0.000000
C7-8,64.017558,0.000000,0.000000
C7-9,66.485446,0.000000,0.000000
C7-10,33.259379,0.000000,0.000000
C7-11,-78.629075,0.000000,0.000000
C7-12,-136.795261,0.000000,0.000000
C7-13,-131.919477,0.000000,0.000000
C7-14,-117.183142,0.000000,0.000000
C7-15,-96.331861,0.000000,0.000000
C7-16,-100.524122,0.000000,0.000000
C7-17,-38.182396,0.000000,0.000000
C7-18,76.635831,0.000000,0.000000
C7-19,-17.930006,0.000000,0.000000
C7-20,-71.390040,0.000000,0.000000
C7-21,-49.483137,0.000000,0.000000
C7-22,-68.324213,0.000000,0.000000
C7-23,-82.103043,0.000000,0.000000
C7-24,-68.537543,0.000000,0.000000
C8-1,-57.296251,0.000000,0.000000
C8-2,-47.352057,0.000000,0.000000
C8-3,-55.905167,0.000000,0.000000
C8-4,-52.531592,0.000000,0.000000
C8-5,-41.481392,0.000000,0.000000
C8-6,-50.877642,0.000000,0.000000
C8-7,-57.217617,0.000000,0.000000
C8-8,-57.019355,0.000000,0.000000
C8-9,-60.233352,0.000000,0.000000
C8-10,-62.293091,0.000000,0.000000
C8-11,-69.064206,0.000000,0.000000
C8-12,-75.711526,0.000000,0.000000
C8-13,-69.462629,0.000000,0.000000
C8-14,-75.993886,0.000000,0.000000
C8-15,-77.152302,0.000000,0.000000
C8-16,-75.856584,0.000000,0.000000
C8-17,-70.110297,0.000000,0.000000
C8-18,-65.715027,0.000000,0.000000
C8-19,-69.711281,0.000000,0.000000
C8-20,-71.003800,0.000000,0.000000
C8-21,-58.106420,0.000000,0.000000
C8-22,-49.488570,0.000000,0.000000
C8-23,-53.608522,0.000000,0.000000
C8-24,-40.468279,0.000000,0.000000
C9-1,-15.271695,0.000000,0.000000
C9-2,-9.197421,0.000000,0.000000
C9-3,-11.148512,0.000000,0.000000
C9-4,-14.118223,0.000000,0.000000
C9-5,1.226976,0.000000,0.000000
C9-6,-22.918883,0.000000,0.000000
C9-7,-21.146855,0.000000,0.000000
C9-8,-9.000595,0.000000,0.000000
C9-9,-13.569640,0.000000,0.000000
C9-10,-16.945198,0.000000,0.000000
C9-11,-47.765403,0.000000,0.000000
C9-12,-68.783787,0.000000,0.000000
C9-13,-75.048383,0.000000,0.000000
C9-14,-70.701861,0.000000,0.000000
C9-15,-71.487737,0.000000,0.000000
C9-16,-68.890178,0.000000,0.000000
C9-17,-54.461178,0.000000,0.000000
C9-18,-22.740347,0.000000,0.000000
C9-19,-27.203291,0.000000,0.000000
C9-20,-29.096116,0.000000,0.000000
C9-21,-16.314156,0.000000,0.000000
C9-22,-13.918745,0.000000,0.000000
C9-23,-24.239334,0.000000,0.000000
C9-24,-12.397804,0.000000,0.000000
C10-1,-46.168701,0.000000,0.000000
C10-2,-41.209233,0.000000,0.000000
C10-3,-41.577293,0.000000,0.000000
C10-4,-43.259608,0.000000,0.000000
C10-5,-34.055094,0.000000,0.000000
C10-6,-51.315773,0.000000,0.000000
C10-7,-54.975950,0.000000,0.000000
C10-8,-49.932173,0.000000,0.000000
C10-9,-55.641075,0.000000,0.000000
C10-10,-59.741888,0.000000,0.000000
C10-11,-80.612807,0.000000,0.000000
C10-12,-94.272803,0.000000,0.000000
C10-13,-98.327414,0.000000,0.000000
C10-14,-94.879858,0.000000,0.000000
C10-15,-94.548536,0.000000,0.000000
C10-16,-92.095872,0.000000,0.000000
C10-17,-82.845882,0.000000,0.000000
C10-18,-66.739741,0.000000,0.000000
C10-19,-70.678234,0.000000,0.000000
C10-20,-69.714162,0.000000,0.000000
C10-21,-60.130152,0.000000,0.000000
C10-22,-56.098542,0.000000,0.000000
C10-23,-58.858458,0.000000,0.000000
C10-24,-47.975953,0.000000,0.000000
C11-1,-53.780449,0.000000,0.000000
C11-2,-51.664821,0.000000,0.000000
C11-3,-51.051882,0.000000,0.000000
C11-4,-50.478488,0.000000,0.000000
C11-5,-50.695982,0.000000,0.000000
C11-6,-53.582727,0.000000,0.000000
C11-7,-60.621639,0.000000,0.000000
C11-8,-63.213294,0.000000,0.000000
C11-9,-2.108581,0.000000,0.000000
C11-10,-71.239323,0.000000,0.000000
C11-11,-72.959506,0.000000,0.000000
C11-12,-73.493357,0.000000,0.000000
C11-13,-73.038595,0.000000,0.000000
C11-14,-72.643151,0.000000,0.000000
C11-15,-71.575451,0.000000,0.000000
C11-16,-70.428662,0.000000,0.000000
C11-17,-70.151851,0.000000,0.000000
C11-18,-75.925340,0.000000,0.000000
C11-19,-77.645524,0.000000,0.000000
C11-20,-74.739007,0.000000,0.000000
C11-21,-72.030212,0.000000,0.000000
C11-22,-68.016450,0.000000,0.000000
C11-23,-62.934989,0.000000,0.000000
C11-24,-57.596488,0.000000,0.000000
C12-1-1,-90.178609,0.000000,0.000000
C12-1-2,-83.657802,0.000000,0.000000
C12-1-3,-88.388725,0.000000,0.000000
C12-1-4,-83.826216,0.000000,0.000000
C12-1-5,-83.493509,0.000000,0.000000
C12-1-6,-81.425277,0.000000,0.000000
C12-1-7,-94.243277,0.000000,0.000000
C12-1-8,-103.466672,0.000000,0.000000
C12-1-9,-75.137493,0.000000,0.000000
C12-1-10,-110.307385,0.000000,0.000000
C12-1-11,-102.488155,0.000000,0.000000
C12-1-12,-71.425338,0.000000,0.000000
C12-1-13,-56.007373,0.000000,0.000000
C12-1-14,-59.789777,0.000000,0.000000
C12-1-15,-59.474572,0.000000,0.000000
C12-1-16,-62.146316,0.000000,0.000000
C12-1-17,-71.017336,0.000000,0.000000
C12-1-18,-100.168014,0.000000,0.000000
C12-1-19,-116.200409,0.000000,0.000000
C12-1-20,-115.029460,0.000000,0.000000
C12-1-21,-109.044251,0.000000,0.000000
C12-1-22,-99.724035,0.000000,0.000000
C12-1-23,-92.416669,0.000000,0.000000
C12-1-24,-83.077873,0.000000,0.000000
C13-2-1,-37.173494,0.000000,0.000000
C13-2-2,-38.684495,0.000000,0.000000
C13-2-3,-32.502133,0.000000,0.000000
